Angle,Intensity
0.3410422788588532,0.2410283382083728
0.3626266739625137,0.22668193770560663
0.662349447372199,0.24821398896525518
0.678024910751301,0.24247571319169306
0.7298430640241027,0.2252610058638528
0.7345210342548154,0.2238264559296067
0.9290393194220559,0.2654483036721535
0.98776039963981,0.24966917154852558
1.2188752351312977,0.26977845263542677
1.231977402639728,0.26690977471055316
1.4995470379776346,0.2741152868458111
1.5154079000221272,0.2712469457466416
1.7714697400340769,0.27845849394660627
1.7899106082460694,0.27559054539294253
1.8357747405456943,0.22392299130700186
2.0454084888872277,0.2813740227062766
2.055888785004674,0.2799402744074747
2.3021082924366265,0.28572935479085126
2.325454420775296,0.28286235991363146
2.520827907710173,0.22833302277729647
2.536761738159984,0.226899752805903
2.5637702114650045,0.2886570118025923
2.5765718302688305,0.2872237879217085
2.8063702517882496,0.2930235061644694
2.8341110163065135,0.2901576472185021
3.056580448149439,0.2959624636828635
3.0714621170703906,0.2945298475509665
3.1798301198642345,0.2327744564063898
3.199539709562572,0.23134201190094364
3.2861019790753,0.30033925114473514
3.3177811683348435,0.297474680368571
3.4893249057963907,0.23572239279592533
3.510678430267298,0.23429040164307127
3.5256151971744583,0.3032887551380654
3.5423611921937037,0.30185681619972626
3.7429882956871343,0.3076750494092435
3.7461620496036296,0.24154016679015966
3.778197707161587,0.3048118933357569
3.8140748342903543,0.23724552857724063
3.972495940750659,0.31063441167182887
3.9909130984297803,0.2473625659784294
3.9909130984297803,0.3092032074730367
4.06152267731057,0.24306918610470415
4.197668357160926,0.31359866405415926
4.21694282916858,0.31216786320025486
4.248454529361296,0.25175852409523297
4.297386663941696,0.24889716511874008
4.398705354995532,0.3179980913051961
4.4387163677047035,0.3151372856622009
4.497151614667772,0.25615939423343803
4.548042409125415,0.25329899401344735
4.614766577888438,0.32097128987855544
4.635463426902643,0.3195412945905988
4.711530946101558,0.2619947200138811
4.7901307223632275,0.25770550503347467
4.826858781122976,0.32394896893644665
4.848304768394877,0.32251941246825466
4.91656600601002,0.26783355380365437
4.996760664571359,0.26354564705529787
5.035084679456669,0.3269310060544846
5.057248532559135,0.3255018995109365
5.139757378990604,0.2722467424132821
5.194428907734806,0.2693890680890115
5.216889031834481,0.33134598143478594
5.2623953995951185,0.32848863671018336
5.328234781979844,0.27809236623710337
5.4118691523170295,0.2738072540571504
5.41702211385661,0.3343359180951065
5.440332031005506,0.33290768584969727
5.565098834911646,0.2810849290775051
5.593603449112254,0.2796570586900169
5.613605029523088,0.3373298616193672
5.637542884459888,0.33590210423722183
5.767888897914144,0.2855095615611134
5.806726905531577,0.34032770625958797
5.826342029555775,0.28265490140449145
5.831266462677562,0.3389004317794734
5.96448710125312,0.289937661443606
5.996474072411539,0.3433293498258061
6.021590139043345,0.3419025656320246
6.023993082319619,0.2870840152868108
6.182930165948259,0.34633469354345153
6.185254915582345,0.292942716181553
6.208598547085466,0.3449084064028241
6.215635899702656,0.2915164416815415
6.366176224633251,0.34934364191722395
6.392373680037028,0.3479178580139827
6.401536240149716,0.29595203175581025
6.432653924138303,0.29452635336890115
6.581944655178011,0.3003906453642845
6.645278210274421,0.2975404049587643
6.750539462178972,0.35394722523114125
6.7779487341990485,0.3525225445389217
6.788974574438791,0.30340749567148667
6.821152364784354,0.3019829357131071
6.92508173839268,0.3569669640945902
6.952957468173915,0.3555428054901819
6.959422071498969,0.307852276779717
7.024732123106733,0.3050042814238103
7.096694166575359,0.35998996007822226
7.125016348901798,0.35856632769906044
7.157813013615805,0.3108761673020835
7.190911408420399,0.30945273263063783
7.265446899839111,0.3630161318116029
7.294196308540855,0.3615930293568697
7.3190193755904325,0.3153266377140985
7.386043151267269,0.3124808961012225
7.431407971172507,0.36604540053103435
7.460566126168351,0.3646228312866508
7.509331073817328,0.3183571170882811
7.543226290398895,0.31693480976498967
7.594643368591445,0.36907768997938506
