Forward Current,Luminous Intensity
0.0,0.0
0.005139500734214391,0.04424778761061947
0.010279001468428781,0.08849557522123894
0.015418502202643172,0.08849557522123894
0.020558002936857563,0.08849557522123894
0.02569750367107195,0.08849557522123894
0.030837004405286344,0.08849557522123894
0.035976505139500736,0.08849557522123894
0.041116005873715125,0.08849557522123894
0.046255506607929514,0.08849557522123894
0.0513950073421439,0.08849557522123894
0.0565345080763583,0.08849557522123894
0.06167400881057269,0.08849557522123894
0.06681350954478708,0.08849557522123894
0.07195301027900147,0.08849557522123894
0.07709251101321586,0.08849557522123894
0.08223201174743025,0.08849557522123894
0.08737151248164464,0.08849557522123894
0.09251101321585903,0.08849557522123894
0.09765051395007342,0.08849557522123894
0.1027900146842878,0.08849557522123894
0.10792951541850221,0.08849557522123894
0.1130690161527166,0.08849557522123894
0.11820851688693099,0.08849557522123894
0.12334801762114538,0.08849557522123894
0.12848751835535976,0.08849557522123894
0.13362701908957417,0.08849557522123894
0.13876651982378854,0.08849557522123894
0.14390602055800295,0.08849557522123894
0.14904552129221732,0.08849557522123894
0.15418502202643172,0.08849557522123894
0.1593245227606461,0.08849557522123894
0.1644640234948605,0.08849557522123894
0.1696035242290749,0.08849557522123894
0.17474302496328928,0.08849557522123894
0.17988252569750368,0.08849557522123894
0.18502202643171806,0.08849557522123894
0.19016152716593246,0.08849557522123894
0.19530102790014683,0.08849557522123894
0.20044052863436124,0.08849557522123894
0.2055800293685756,0.08849557522123894
0.21071953010279001,0.08849557522123894
0.21585903083700442,0.08849557522123894
0.2209985315712188,0.08849557522123894
0.2261380323054332,0.08849557522123894
0.23127753303964757,0.08849557522123894
0.23641703377386197,0.08849557522123894
0.24155653450807635,0.08849557522123894
0.24669603524229075,0.08849557522123894
0.25183553597650515,0.08849557522123894
0.25697503671071953,0.08849557522123894
0.2621145374449339,0.08849557522123894
0.26725403817914833,0.08849557522123894
0.2723935389133627,0.08849557522123894
0.2775330396475771,0.08849557522123894
0.28267254038179146,0.08849557522123894
0.2878120411160059,0.08849557522123894
0.29295154185022027,0.08849557522123894
