X,Y
-90.0,0.0
-90.0,-0.19569471624266144
-89.83870967741936,-0.3913894324853229
-89.83870967741936,0.3913894324853229
-89.83870967741936,0.19569471624266144
-89.6774193548387,0.5870841487279843
-89.6774193548387,0.3913894324853229
-89.6774193548387,-0.3913894324853229
-89.51612903225806,0.5870841487279843
-89.51612903225806,-0.3913894324853229
-89.35483870967742,0.7827788649706457
-89.35483870967742,-0.3913894324853229
-89.19354838709677,-0.3913894324853229
-89.19354838709677,0.7827788649706457
-89.03225806451613,-0.3913894324853229
-89.03225806451613,0.9784735812133072
-89.03225806451613,-0.19569471624266144
-88.87096774193549,0.9784735812133072
-88.87096774193549,-0.19569471624266144
-88.87096774193549,1.1741682974559686
-88.70967741935483,0.0
-88.70967741935483,1.1741682974559686
-88.54838709677419,1.36986301369863
-88.54838709677419,0.0
-88.54838709677419,0.19569471624266144
-88.38709677419355,0.3913894324853229
-88.38709677419355,1.36986301369863
-88.38709677419355,0.19569471624266144
-88.38709677419355,1.5655577299412915
-88.2258064516129,1.761252446183953
-88.2258064516129,1.5655577299412915
-88.2258064516129,0.3913894324853229
-88.06451612903226,0.5870841487279843
-88.06451612903226,1.761252446183953
-87.90322580645162,1.9569471624266144
-87.90322580645162,0.7827788649706457
-87.90322580645162,0.5870841487279843
-87.74193548387098,1.9569471624266144
-87.74193548387098,0.7827788649706457
-87.74193548387098,2.152641878669276
-87.74193548387098,0.9784735812133072
-87.58064516129032,2.152641878669276
-87.58064516129032,0.9784735812133072
-87.41935483870968,1.1741682974559686
-87.41935483870968,2.3483365949119372
-87.25806451612904,1.1741682974559686
-87.25806451612904,1.36986301369863
-87.25806451612904,2.3483365949119372
-87.25806451612904,2.5440313111545985
-87.09677419354838,1.36986301369863
-87.09677419354838,2.5440313111545985
-86.93548387096774,1.5655577299412915
-86.93548387096774,2.73972602739726
-86.7741935483871,1.5655577299412915
-86.7741935483871,2.73972602739726
-86.7741935483871,1.761252446183953
-86.61290322580645,2.935420743639922
-86.61290322580645,1.761252446183953
-86.61290322580645,1.9569471624266144
-86.45161290322581,3.131115459882583
-86.45161290322581,2.935420743639922
-86.45161290322581,1.9569471624266144
-86.29032258064517,2.152641878669276
-86.29032258064517,3.131115459882583
-86.29032258064517,3.326810176125244
-86.12903225806451,3.326810176125244
-86.12903225806451,2.152641878669276
-85.96774193548387,2.3483365949119372
-85.96774193548387,3.522504892367906
-85.80645161290323,2.5440313111545985
-85.80645161290323,2.3483365949119372
-85.80645161290323,3.522504892367906
-85.64516129032258,2.5440313111545985
-85.64516129032258,3.7181996086105675
-85.48387096774194,3.7181996086105675
-85.48387096774194,3.9138943248532287
-85.48387096774194,2.73972602739726
-85.3225806451613,3.9138943248532287
-85.3225806451613,2.73972602739726
-85.3225806451613,2.935420743639922
-85.3225806451613,4.10958904109589
-85.16129032258064,4.10958904109589
-85.16129032258064,2.935420743639922
-85.0,4.305283757338552
-85.0,3.131115459882583
-84.83870967741936,3.131115459882583
-84.83870967741936,4.305283757338552
-84.6774193548387,4.500978473581213
-84.6774193548387,3.326810176125244
-84.51612903225806,4.500978473581213
-84.51612903225806,3.326810176125244
-84.51612903225806,3.522504892367906
-84.51612903225806,4.6966731898238745
-84.35483870967742,4.892367906066536
