Model,MDO4104C
Firmware Version,1.10

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,1e-06,
Horizontal Delay,0,
Sample Interval,1e-09,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,0.001,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1e-06,20
Vertical Position,0,0
,,
,,
,,
Label,,
TIME,CH2,CH3
-2.630e-06,5.79688e-08,13.6438
-2.629e-06,6.39062e-08,13.6625
-2.628e-06,6.375e-08,13.6969
-2.627e-06,5.76563e-08,13.6781
-2.626e-06,5.5e-08,13.6656
-2.625e-06,5.67187e-08,13.7063
-2.624e-06,6.15625e-08,13.6344
-2.623e-06,6.29688e-08,13.6562
-2.622e-06,6.14063e-08,13.5938
-2.621e-06,6.53125e-08,13.6031
-2.620e-06,7.39063e-08,13.7063
-2.619e-06,6.82813e-08,13.6156
-2.618e-06,6.6875e-08,13.6875
-2.617e-06,7.65625e-08,13.5781
-2.616e-06,7.04688e-08,13.5813
-2.615e-06,6.45313e-08,13.5344
-2.614e-06,7.39063e-08,13.6875
-2.613e-06,7.5e-08,13.6719
-2.612e-06,6.85938e-08,13.6375
-2.611e-06,7e-08,13.5781
-2.610e-06,6.84375e-08,13.675
-2.609e-06,7.78125e-08,13.6219
-2.608e-06,8.21875e-08,13.675
-2.607e-06,7.8125e-08,13.6625
-2.606e-06,6.71875e-08,13.6313
-2.605e-06,7e-08,13.5406
-2.604e-06,7.35937e-08,13.7906
-2.603e-06,6.89063e-08,13.6562
-2.602e-06,7.98438e-08,13.7563
-2.601e-06,7.67188e-08,13.6938
-2.600e-06,7.8125e-08,13.6594
-2.599e-06,8.40625e-08,13.5625
-2.598e-06,9.125e-08,13.6469
-2.597e-06,9.625e-08,13.6438
-2.596e-06,9.15625e-08,13.6531
-2.595e-06,9.10938e-08,13.5531
-2.594e-06,9.84375e-08,13.6562
-2.593e-06,1e-07,13.6438
-2.592e-06,8.98438e-08,13.6406
-2.591e-06,9.75e-08,13.6656
-2.590e-06,9.71875e-08,13.6156
-2.589e-06,9.64063e-08,13.5875
-2.588e-06,9.78125e-08,13.6562
-2.587e-06,1.025e-07,13.6156
-2.586e-06,1.05781e-07,13.6219
-2.585e-06,1.09844e-07,13.6562
-2.584e-06,1.09844e-07,13.5375
-2.583e-06,1.15313e-07,13.5875
-2.582e-06,1.13437e-07,13.6469
-2.581e-06,1.16094e-07,13.6688
-2.580e-06,1.13125e-07,13.5813
-2.579e-06,1.1375e-07,13.6063
-2.578e-06,1.11875e-07,13.6719
-2.577e-06,1.08594e-07,13.5719
-2.576e-06,1.14688e-07,13.65
-2.575e-06,1.09219e-07,13.625
-2.574e-06,1.14063e-07,13.5813
-2.573e-06,1.18281e-07,13.5594
-2.572e-06,1.28281e-07,13.8375
-2.571e-06,1.24844e-07,13.6469
-2.570e-06,1.2e-07,13.7812
-2.569e-06,1.14063e-07,13.6625
-2.568e-06,1.11406e-07,13.6844
-2.567e-06,1.15e-07,13.6438
-2.566e-06,1.10156e-07,13.65
-2.565e-06,1.04688e-07,13.6031
-2.564e-06,1.07031e-07,13.7125
-2.563e-06,1.05156e-07,13.6375
-2.562e-06,1.13281e-07,13.6625
-2.561e-06,1.15313e-07,13.6656
-2.560e-06,1.10937e-07,13.6281
-2.559e-06,1.07344e-07,13.6281
-2.558e-06,9.875e-08,13.6344
-2.557e-06,9.95312e-08,13.575
-2.556e-06,1.00156e-07,13.6469
-2.555e-06,1.08125e-07,13.6188
-2.554e-06,1.10469e-07,13.6438
-2.553e-06,1.1e-07,13.5906
-2.552e-06,1.125e-07,13.575
-2.551e-06,1.21406e-07,13.6125
-2.550e-06,1.27344e-07,13.6688
-2.549e-06,1.29688e-07,13.6406
-2.548e-06,1.25781e-07,13.5969
-2.547e-06,1.20313e-07,13.6531
-2.546e-06,1.20156e-07,13.675
-2.545e-06,1.18281e-07,13.5906
-2.544e-06,1.20781e-07,13.6469
-2.543e-06,1.27656e-07,13.5969
-2.542e-06,1.21563e-07,13.575
-2.541e-06,1.12813e-07,13.5719
-2.540e-06,1.18125e-07,13.7844
-2.539e-06,1.14844e-07,13.6344
-2.538e-06,1.12187e-07,13.7469
-2.537e-06,1.10313e-07,13.7063
-2.536e-06,1.0875e-07,13.675
-2.535e-06,1.1125e-07,13.6
-2.534e-06,1.10625e-07,13.6469
-2.533e-06,1.12187e-07,13.6719
-2.532e-06,1.10625e-07,13.6719
-2.531e-06,1.11094e-07,13.5625
-2.530e-06,1.14063e-07,13.6094
-2.529e-06,1.22187e-07,13.6562
-2.528e-06,1.22656e-07,13.6438
-2.527e-06,1.21094e-07,13.65
-2.526e-06,1.19375e-07,13.6281
-2.525e-06,1.22031e-07,13.5688
-2.524e-06,1.18594e-07,13.6469
-2.523e-06,1.14688e-07,13.6656
-2.522e-06,1.15625e-07,13.6219
-2.521e-06,1.21094e-07,13.6844
-2.520e-06,1.17344e-07,13.5656
-2.519e-06,1.18906e-07,13.5938
-2.518e-06,1.24219e-07,13.7031
-2.517e-06,1.275e-07,13.6531
-2.516e-06,1.24375e-07,13.5875
-2.515e-06,1.28594e-07,13.6188
-2.514e-06,1.29531e-07,13.6438
-2.513e-06,1.34063e-07,13.5563
-2.512e-06,1.3625e-07,13.5
-2.511e-06,1.40469e-07,13.3406
-2.510e-06,1.43125e-07,13.0344
-2.509e-06,1.47187e-07,12.3781
-2.508e-06,1.58437e-07,11.4688
-2.507e-06,1.51563e-07,9.84375
-2.506e-06,1.61563e-07,7.86875
-2.505e-06,1.64062e-07,5.2375
-2.504e-06,1.69844e-07,2.47813
-2.503e-06,1.59063e-07,-0.296875
-2.502e-06,1.61875e-07,-2.7375
-2.501e-06,1.61719e-07,-5.16563
-2.500e-06,1.55156e-07,-7.08125
-2.499e-06,1.51875e-07,-8.64375
-2.498e-06,1.46094e-07,-9.75938
-2.497e-06,1.41562e-07,-10.2188
-2.496e-06,1.42969e-07,-10.4656
-2.495e-06,1.5875e-07,-10.2781
-2.494e-06,1.61875e-07,-9.77813
-2.493e-06,1.62188e-07,-9.2125
-2.492e-06,1.82344e-07,-8.53125
-2.491e-06,1.78281e-07,-7.93125
-2.490e-06,1.7375e-07,-7.51875
-2.489e-06,1.79219e-07,-7.23438
-2.488e-06,1.72187e-07,-7.075
-2.487e-06,1.72656e-07,-7.02813
-2.486e-06,1.70938e-07,-6.98438
-2.485e-06,1.64062e-07,-7.27188
-2.484e-06,1.68281e-07,-7.70312
-2.483e-06,1.76094e-07,-8.17188
-2.482e-06,1.69688e-07,-8.90625
-2.481e-06,1.65156e-07,-9.66563
-2.480e-06,1.7125e-07,-10.5156
-2.479e-06,1.70313e-07,-11.4594
-2.478e-06,1.69531e-07,-12.2719
-2.477e-06,1.67813e-07,-13.0281
-2.476e-06,1.67031e-07,-13.6031
-2.475e-06,1.63906e-07,-14.2281
-2.474e-06,1.60469e-07,-14.3906
-2.473e-06,1.54531e-07,-14.7625
-2.472e-06,1.60313e-07,-14.7906
-2.471e-06,1.59531e-07,-14.7469
-2.470e-06,1.59688e-07,-14.6
-2.469e-06,1.70781e-07,-14.4
-2.468e-06,1.65781e-07,-14.1594
-2.467e-06,1.64531e-07,-14.0031
-2.466e-06,1.70469e-07,-13.7469
-2.465e-06,1.64844e-07,-13.4969
-2.464e-06,1.58906e-07,-13.3125
-2.463e-06,1.6625e-07,-13.1813
-2.462e-06,1.70313e-07,-13.1625
-2.461e-06,1.64219e-07,-13.1719
-2.460e-06,1.67031e-07,-13.1594
-2.459e-06,1.68125e-07,-13.2188
-2.458e-06,1.71406e-07,-13.3781
-2.457e-06,1.73438e-07,-13.6625
-2.456e-06,1.63906e-07,-13.9688
-2.455e-06,1.57344e-07,-14.2563
-2.454e-06,1.62344e-07,-14.3625
-2.453e-06,1.6375e-07,-14.6375
-2.452e-06,1.57188e-07,-14.8594
-2.451e-06,1.58906e-07,-14.9313
-2.450e-06,1.55156e-07,-15.0344
-2.449e-06,1.48438e-07,-15.2438
-2.448e-06,1.40313e-07,-15.2719
-2.447e-06,1.53438e-07,-15.2469
-2.446e-06,1.61719e-07,-15.1625
-2.445e-06,1.5125e-07,-15.1813
-2.444e-06,1.54844e-07,-14.9219
-2.443e-06,1.51719e-07,-14.9563
-2.442e-06,1.62969e-07,-14.7656
-2.441e-06,1.58594e-07,-14.7219
-2.440e-06,1.64375e-07,-14.5469
-2.439e-06,1.67813e-07,-14.5219
-2.438e-06,1.69062e-07,-14.4031
-2.437e-06,1.75625e-07,-14.3969
-2.436e-06,1.79219e-07,-14.3625
-2.435e-06,1.8e-07,-14.4625
-2.434e-06,1.83906e-07,-14.5563
-2.433e-06,1.82031e-07,-14.5688
-2.432e-06,1.76094e-07,-14.6313
-2.431e-06,1.79063e-07,-14.7438
-2.430e-06,1.72031e-07,-14.8719
-2.429e-06,1.59219e-07,-14.8906
-2.428e-06,1.62813e-07,-14.9563
-2.427e-06,1.62031e-07,-15.0094
-2.426e-06,1.58594e-07,-15.0438
-2.425e-06,1.58906e-07,-15.1313
-2.424e-06,1.55312e-07,-15.25
-2.423e-06,1.59063e-07,-15.2094
-2.422e-06,1.60781e-07,-15.0781
-2.421e-06,1.6125e-07,-15.0906
-2.420e-06,1.5625e-07,-15.1406
-2.419e-06,1.53438e-07,-14.9719
-2.418e-06,1.47969e-07,-14.9938
-2.417e-06,1.43594e-07,-15.0312
-2.416e-06,1.40781e-07,-14.7844
-2.415e-06,1.38281e-07,-14.8906
-2.414e-06,1.41875e-07,-14.8531
-2.413e-06,1.37031e-07,-14.8531
-2.412e-06,1.42188e-07,-14.8063
-2.411e-06,1.44219e-07,-14.8406
-2.410e-06,1.55156e-07,-14.7875
-2.409e-06,1.55312e-07,-14.9406
-2.408e-06,1.60469e-07,-14.9313
-2.407e-06,1.56719e-07,-15.0188
-2.406e-06,1.57031e-07,-14.9625
-2.405e-06,1.625e-07,-15.0125
-2.404e-06,1.66562e-07,-14.9906
-2.403e-06,1.63906e-07,-15.1219
-2.402e-06,1.67188e-07,-15.0844
-2.401e-06,1.80469e-07,-15.0594
-2.400e-06,1.81875e-07,-15.1688
-2.399e-06,1.89531e-07,-15.1156
-2.398e-06,1.79844e-07,-15.0688
-2.397e-06,1.82344e-07,-15.1438
-2.396e-06,1.90313e-07,-15.0312
-2.395e-06,1.81719e-07,-15.0281
-2.394e-06,1.84844e-07,-15.0031
-2.393e-06,1.88281e-07,-15.0406
-2.392e-06,1.86094e-07,-15.0844
-2.391e-06,1.87031e-07,-15.0188
-2.390e-06,1.90625e-07,-14.8906
-2.389e-06,1.90469e-07,-14.9281
-2.388e-06,1.73125e-07,-15.0219
-2.387e-06,1.73281e-07,-14.9
-2.386e-06,1.78281e-07,-14.9594
-2.385e-06,1.78281e-07,-15.0312
-2.384e-06,1.84219e-07,-14.9188
-2.383e-06,1.93125e-07,-14.9969
-2.382e-06,1.90781e-07,-14.9719
-2.381e-06,1.94219e-07,-15.1594
-2.380e-06,1.99219e-07,-14.9438
-2.379e-06,1.98594e-07,-15.0781
-2.378e-06,2.05e-07,-14.9938
-2.377e-06,1.96719e-07,-15.1156
-2.376e-06,2.01563e-07,-15.0781
-2.375e-06,2.04375e-07,-15.1688
-2.374e-06,2.04844e-07,-15.125
-2.373e-06,1.99062e-07,-15.1469
-2.372e-06,2.00625e-07,-15.0531
-2.371e-06,2.10312e-07,-15.1031
-2.370e-06,2.14063e-07,-15.05
-2.369e-06,2.14063e-07,-15
-2.368e-06,2.02813e-07,-15.1562
-2.367e-06,2.10156e-07,-15.0563
-2.366e-06,1.97344e-07,-15.0375
-2.365e-06,1.95e-07,-15.15
-2.364e-06,1.95938e-07,-14.9844
-2.363e-06,1.89844e-07,-15.0312
-2.362e-06,1.94688e-07,-14.9906
-2.361e-06,1.95156e-07,-15.0813
-2.360e-06,1.97813e-07,-15.075
-2.359e-06,1.94219e-07,-15.1781
-2.358e-06,2.03438e-07,-14.9438
-2.357e-06,2.05938e-07,-15.0312
-2.356e-06,1.93281e-07,-15.1094
-2.355e-06,1.99844e-07,-15.0688
-2.354e-06,2.025e-07,-15.0156
-2.353e-06,1.91406e-07,-15.1094
-2.352e-06,1.96406e-07,-15.0406
-2.351e-06,1.99531e-07,-15.0438
-2.350e-06,1.98438e-07,-15.0719
-2.349e-06,1.93906e-07,-15.1781
-2.348e-06,2.02187e-07,-14.9531
-2.347e-06,1.99687e-07,-15.05
-2.346e-06,1.98281e-07,-14.9688
-2.345e-06,1.91719e-07,-15.1219
-2.344e-06,1.925e-07,-15.0781
-2.343e-06,1.9625e-07,-15.1594
-2.342e-06,1.92188e-07,-15.1125
-2.341e-06,1.92031e-07,-15.1031
-2.340e-06,1.925e-07,-15.0406
-2.339e-06,1.93594e-07,-15.1156
-2.338e-06,1.92656e-07,-15.0406
-2.337e-06,1.97969e-07,-15.0688
-2.336e-06,2.01875e-07,-15.1594
-2.335e-06,2.02344e-07,-15.0563
-2.334e-06,1.96094e-07,-15.0813
-2.333e-06,1.90469e-07,-15.1906
-2.332e-06,1.89219e-07,-15.075
-2.331e-06,1.82969e-07,-15.0875
-2.330e-06,1.89219e-07,-15.0281
-2.329e-06,1.88437e-07,-15.1156
-2.328e-06,1.85312e-07,-15.1594
-2.327e-06,1.82188e-07,-15.2188
-2.326e-06,1.86094e-07,-14.9781
-2.325e-06,1.86563e-07,-15.1031
-2.324e-06,1.77969e-07,-15.1344
-2.323e-06,1.75625e-07,-15.0406
-2.322e-06,1.63437e-07,-15.0312
-2.321e-06,1.60156e-07,-15.075
-2.320e-06,1.63594e-07,-15.0875
-2.319e-06,1.67344e-07,-15.1063
-2.318e-06,1.62188e-07,-15.0469
-2.317e-06,1.53438e-07,-15.2094
-2.316e-06,1.61406e-07,-14.9438
-2.315e-06,1.57344e-07,-15.1063
-2.314e-06,1.57656e-07,-15.0438
-2.313e-06,1.59844e-07,-15.0906
-2.312e-06,1.71875e-07,-15.0625
-2.311e-06,1.69531e-07,-15.1594
-2.310e-06,1.68594e-07,-15.1156
-2.309e-06,1.77656e-07,-15.0688
-2.308e-06,1.88906e-07,-15.05
-2.307e-06,1.94219e-07,-15.1406
-2.306e-06,1.93594e-07,-15.1094
-2.305e-06,2.00469e-07,-15.0531
-2.304e-06,2.01563e-07,-15.1719
-2.303e-06,1.99219e-07,-15.0969
-2.302e-06,2.03281e-07,-15.0594
-2.301e-06,2.04531e-07,-15.125
-2.300e-06,2.10937e-07,-15.025
-2.299e-06,2.10469e-07,-15.0719
-2.298e-06,2.13594e-07,-15.025
-2.297e-06,2.16094e-07,-15.0844
-2.296e-06,2.23906e-07,-15.1813
-2.295e-06,2.32344e-07,-15.2188
-2.294e-06,2.32188e-07,-15.0094
-2.293e-06,2.29219e-07,-15.0906
-2.292e-06,2.2e-07,-15.1344
-2.291e-06,2.14531e-07,-15.05
-2.290e-06,2.16406e-07,-15.0344
-2.289e-06,2.07344e-07,-15.1406
-2.288e-06,2.14375e-07,-15
-2.287e-06,2.1e-07,-15.1
-2.286e-06,1.99844e-07,-15.1063
-2.285e-06,2.04375e-07,-15.2344
-2.284e-06,2.09375e-07,-14.9281
-2.283e-06,1.92656e-07,-15.0594
-2.282e-06,1.93906e-07,-15.0219
-2.281e-06,1.92031e-07,-15.1156
-2.280e-06,1.9125e-07,-15.1094
-2.279e-06,1.83437e-07,-15.1656
-2.278e-06,1.875e-07,-15.0563
-2.277e-06,1.925e-07,-15.0844
-2.276e-06,1.90156e-07,-15.0594
-2.275e-06,1.8375e-07,-15.1031
-2.274e-06,1.9e-07,-15.0906
-2.273e-06,1.97344e-07,-15.0375
-2.272e-06,1.97813e-07,-15.15
-2.271e-06,2.00625e-07,-15.0656
-2.270e-06,1.92031e-07,-15.0625
-2.269e-06,1.91875e-07,-15.2344
-2.268e-06,2.00625e-07,-15.0312
-2.267e-06,2.00781e-07,-15.1125
-2.266e-06,2.03438e-07,-15.0281
-2.265e-06,2.02656e-07,-15.125
-2.264e-06,2.03594e-07,-15.15
-2.263e-06,2.04219e-07,-15.2031
-2.262e-06,2.03125e-07,-15.0188
-2.261e-06,2.00313e-07,-15.0625
-2.260e-06,1.94531e-07,-15.1781
-2.259e-06,2.06719e-07,-15.0719
-2.258e-06,2.05469e-07,-15.0469
-2.257e-06,2.01719e-07,-15.1063
-2.256e-06,2.02187e-07,-15.025
-2.255e-06,2.02031e-07,-15.125
-2.254e-06,2.10156e-07,-15.0813
-2.253e-06,2.11719e-07,-15.2188
-2.252e-06,2.09219e-07,-14.9531
-2.251e-06,2.10937e-07,-15.0531
-2.250e-06,2.15781e-07,-14.9875
-2.249e-06,2.05e-07,-15.0906
-2.248e-06,2.01563e-07,-15.0844
-2.247e-06,1.95625e-07,-15.1531
-2.246e-06,1.91875e-07,-15.1031
-2.245e-06,1.97031e-07,-15.0938
-2.244e-06,2.05469e-07,-15.0375
-2.243e-06,2.03438e-07,-15.1094
-2.242e-06,2.03281e-07,-15.1
-2.241e-06,2.0625e-07,-15.0688
-2.240e-06,1.97813e-07,-15.1844
-2.239e-06,2.03125e-07,-15.1
-2.238e-06,2.01094e-07,-15.1188
-2.237e-06,1.93125e-07,-15.2219
-2.236e-06,1.97656e-07,-15.0438
-2.235e-06,1.98438e-07,-15.0781
-2.234e-06,1.94688e-07,-15.0219
-2.233e-06,1.93281e-07,-15.1219
-2.232e-06,1.97031e-07,-15.2031
-2.231e-06,1.94844e-07,-15.1969
-2.230e-06,1.88594e-07,-14.975
-2.229e-06,1.86875e-07,-15.0781
-2.228e-06,1.78594e-07,-15.1688
-2.227e-06,1.83594e-07,-15.025
-2.226e-06,1.85781e-07,-15.0656
-2.225e-06,1.89375e-07,-15.1281
-2.224e-06,1.85937e-07,-15.1125
-2.223e-06,1.8125e-07,-15.1156
-2.222e-06,1.7375e-07,-15.0688
-2.221e-06,1.6875e-07,-15.1781
-2.220e-06,1.82812e-07,-14.9438
-2.219e-06,1.83125e-07,-15.0781
-2.218e-06,1.74063e-07,-14.9813
-2.217e-06,1.67969e-07,-15.05
-2.216e-06,1.66719e-07,-15.0844
-2.215e-06,1.62813e-07,-15.1688
-2.214e-06,1.61563e-07,-15.075
-2.213e-06,1.7125e-07,-15.0469
-2.212e-06,1.76094e-07,-15.0656
-2.211e-06,1.72969e-07,-15.0813
-2.210e-06,1.77187e-07,-15.0844
-2.209e-06,1.8e-07,-15.0844
-2.208e-06,1.85156e-07,-15.1594
-2.207e-06,1.86875e-07,-15.1125
-2.206e-06,1.875e-07,-15.0406
-2.205e-06,1.79531e-07,-15.1906
-2.204e-06,1.80781e-07,-15.0312
-2.203e-06,1.82031e-07,-15.1219
-2.202e-06,1.79063e-07,-15.0625
-2.201e-06,1.74844e-07,-15.0969
-2.200e-06,1.76563e-07,-15.1375
-2.199e-06,1.81719e-07,-15.2031
-2.198e-06,1.78125e-07,-15.0312
-2.197e-06,1.65469e-07,-15.0344
-2.196e-06,1.5375e-07,-15.1656
-2.195e-06,1.60156e-07,-15.0219
-2.194e-06,1.52031e-07,-15.0438
-2.193e-06,1.57969e-07,-15.1125
-2.192e-06,1.61563e-07,-15.1094
-2.191e-06,1.60625e-07,-15.05
-2.190e-06,1.59375e-07,-15.1
-2.189e-06,1.63281e-07,-15.2219
-2.188e-06,1.75156e-07,-14.9469
-2.187e-06,1.69062e-07,-15.05
-2.186e-06,1.66094e-07,-14.9469
-2.185e-06,1.5875e-07,-15.0969
-2.184e-06,1.62813e-07,-15.0844
-2.183e-06,1.56563e-07,-15.1375
-2.182e-06,1.59219e-07,-15.0844
-2.181e-06,1.70625e-07,-15.1438
-2.180e-06,1.70938e-07,-15.0656
-2.179e-06,1.64531e-07,-15.0875
-2.178e-06,1.61406e-07,-15.0594
-2.177e-06,1.62188e-07,-15.0844
-2.176e-06,1.68594e-07,-15.1531
-2.175e-06,1.72656e-07,-15.1188
-2.174e-06,1.75156e-07,-15.0719
-2.173e-06,1.68594e-07,-15.1813
-2.172e-06,1.79844e-07,-15.0719
-2.171e-06,1.79063e-07,-15.0875
-2.170e-06,1.82188e-07,-15.0219
-2.169e-06,1.81563e-07,-15.1281
-2.168e-06,1.83906e-07,-15.125
-2.167e-06,1.8e-07,-15.1813
-2.166e-06,1.78594e-07,-14.9469
-2.165e-06,1.78438e-07,-15.075
-2.164e-06,1.77031e-07,-15.1219
-2.163e-06,1.7875e-07,-14.9688
-2.162e-06,1.7125e-07,-15.1
-2.161e-06,1.75e-07,-15.1438
-2.160e-06,1.74687e-07,-15.0344
-2.159e-06,1.71875e-07,-15.0625
-2.158e-06,1.775e-07,-15.0438
-2.157e-06,1.7125e-07,-15.2219
-2.156e-06,1.69688e-07,-14.9156
-2.155e-06,1.64375e-07,-15.05
-2.154e-06,1.69531e-07,-15.0031
-2.153e-06,1.69219e-07,-15.0719
-2.152e-06,1.69531e-07,-15.0906
-2.151e-06,1.65937e-07,-15.1531
-2.150e-06,1.68125e-07,-15.0969
-2.149e-06,1.675e-07,-15.0813
-2.148e-06,1.64062e-07,-15.05
-2.147e-06,1.6625e-07,-15.0219
-2.146e-06,1.68594e-07,-15.0281
-2.145e-06,1.6625e-07,-15.0844
-2.144e-06,1.60781e-07,-15.2156
-2.143e-06,1.68594e-07,-15.0719
-2.142e-06,1.64062e-07,-15.0375
-2.141e-06,1.59219e-07,-15.2063
-2.140e-06,1.67188e-07,-15.0125
-2.139e-06,1.60156e-07,-15.0688
-2.138e-06,1.58437e-07,-15.0344
-2.137e-06,1.55938e-07,-15.1063
-2.136e-06,1.60625e-07,-15.1531
-2.135e-06,1.66406e-07,-15.1406
-2.134e-06,1.63437e-07,-14.9781
-2.133e-06,1.53438e-07,-15.025
-2.132e-06,1.48438e-07,-15.1344
-2.131e-06,1.57812e-07,-15.025
-2.130e-06,1.65313e-07,-15.0125
-2.129e-06,1.61406e-07,-15.0781
-2.128e-06,1.59375e-07,-15.0406
-2.127e-06,1.57969e-07,-15.1313
-2.126e-06,1.55469e-07,-15.0875
-2.125e-06,1.51094e-07,-15.2313
-2.124e-06,1.49375e-07,-14.9188
-2.123e-06,1.42031e-07,-15.0969
-2.122e-06,1.42969e-07,-15.0156
-2.121e-06,1.47031e-07,-15.0969
-2.120e-06,1.42969e-07,-15.0625
-2.119e-06,1.29375e-07,-15.1781
-2.118e-06,1.35e-07,-15.0594
-2.117e-06,1.48125e-07,-15.0719
-2.116e-06,1.5625e-07,-15.0969
-2.115e-06,1.49063e-07,-15.1281
-2.114e-06,1.45938e-07,-15.0094
-2.113e-06,1.45e-07,-15.0813
-2.112e-06,1.44531e-07,-15.1313
-2.111e-06,1.49844e-07,-15.0938
-2.110e-06,1.50156e-07,-15.0438
-2.109e-06,1.475e-07,-15.175
-2.108e-06,1.54531e-07,-15.0563
-2.107e-06,1.45156e-07,-15.0906
-2.106e-06,1.49063e-07,-15.0469
-2.105e-06,1.47813e-07,-15.1156
-2.104e-06,1.48281e-07,-15.1656
-2.103e-06,1.48594e-07,-15.1625
-2.102e-06,1.51719e-07,-14.9844
-2.101e-06,1.5e-07,-15.0688
-2.100e-06,1.375e-07,-15.175
-2.099e-06,1.47656e-07,-15
-2.098e-06,1.42344e-07,-15.0188
-2.097e-06,1.41094e-07,-15.0531
-2.096e-06,1.39375e-07,-15.0156
-2.095e-06,1.42969e-07,-15.0531
-2.094e-06,1.40313e-07,-15.0406
-2.093e-06,1.33125e-07,-15.2063
-2.092e-06,1.4375e-07,-14.9625
-2.091e-06,1.36563e-07,-15.1
-2.090e-06,1.32031e-07,-15.0344
-2.089e-06,1.23906e-07,-15.1188
-2.088e-06,1.18438e-07,-15.1531
-2.087e-06,1.13281e-07,-15.225
-2.086e-06,1.15781e-07,-15.0813
-2.085e-06,1.21563e-07,-15.0969
-2.084e-06,1.24063e-07,-15.05
-2.083e-06,1.23594e-07,-15.0969
-2.082e-06,1.24063e-07,-15.0281
-2.081e-06,1.15313e-07,-15.0688
-2.080e-06,1.15313e-07,-15.1094
-2.079e-06,1.22969e-07,-15.0844
-2.078e-06,1.17031e-07,-15.0781
-2.077e-06,1.12656e-07,-15.175
-2.076e-06,1.14844e-07,-15.0438
-2.075e-06,1.10781e-07,-15.0469
-2.074e-06,1.02969e-07,-15.0344
-2.073e-06,1.05469e-07,-15.0688
-2.072e-06,1.17812e-07,-15.1344
-2.071e-06,1.29531e-07,-15.175
-2.070e-06,1.27812e-07,-14.9969
-2.069e-06,1.20938e-07,-15.1031
-2.068e-06,1.13594e-07,-15.1938
-2.067e-06,1.1875e-07,-14.9844
-2.066e-06,1.19687e-07,-15.0219
-2.065e-06,1.16094e-07,-15.1281
-2.064e-06,1.17188e-07,-15.0563
-2.063e-06,1.21094e-07,-15.0531
-2.062e-06,1.20469e-07,-15.0719
-2.061e-06,1.22656e-07,-15.2406
-2.060e-06,1.25e-07,-14.9563
-2.059e-06,1.21094e-07,-15.075
-2.058e-06,1.20313e-07,-15.0688
-2.057e-06,1.19375e-07,-15.0656
-2.056e-06,1.13594e-07,-15.1156
-2.055e-06,9.85937e-08,-15.175
-2.054e-06,1.14063e-07,-15.0625
-2.053e-06,1.26094e-07,-15.0813
-2.052e-06,1.19844e-07,-15.05
-2.051e-06,1.17812e-07,-15.1188
-2.050e-06,1.18594e-07,-15.0031
-2.049e-06,1.14688e-07,-15.0688
-2.048e-06,1.15156e-07,-15.1406
-2.047e-06,1.25469e-07,-15.0688
-2.046e-06,1.23906e-07,-15.05
-2.045e-06,1.18438e-07,-15.1938
-2.044e-06,1.2e-07,-15.0219
-2.043e-06,1.14844e-07,-15.0594
-2.042e-06,1.15156e-07,-15.0563
-2.041e-06,1.11719e-07,-15.1375
-2.040e-06,1.14688e-07,-15.1531
-2.039e-06,1.18281e-07,-15.1875
-2.038e-06,1.06562e-07,-14.9781
-2.037e-06,9.90625e-08,-15.0938
-2.036e-06,9.5625e-08,-15.1719
-2.035e-06,1.05312e-07,-15.0094
-2.034e-06,9.78125e-08,-15.0219
-2.033e-06,9.54687e-08,-15.0688
-2.032e-06,9.625e-08,-15.0469
-2.031e-06,9.20313e-08,-15.0969
-2.030e-06,9.03125e-08,-15.0438
-2.029e-06,9.59375e-08,-15.1688
-2.028e-06,1.06094e-07,-14.9219
-2.027e-06,9.85937e-08,-15.1
-2.026e-06,9.21875e-08,-14.9969
-2.025e-06,8.79688e-08,-15.0344
-2.024e-06,9.3125e-08,-15.0594
-2.023e-06,9.48438e-08,-15.1906
-2.022e-06,9.5e-08,-15.1562
-2.021e-06,9.70312e-08,-15.05
-2.020e-06,1.04688e-07,-15.0312
-2.019e-06,1.12031e-07,-15.0969
-2.018e-06,1.13594e-07,-15.0156
-2.017e-06,1.10625e-07,-15.0875
-2.016e-06,1.08906e-07,-15.1438
-2.015e-06,1.12187e-07,-15.0781
-2.014e-06,1.08125e-07,-15.0719
-2.013e-06,1.10937e-07,-15.2063
-2.012e-06,1.1375e-07,-15.0156
-2.011e-06,1.05938e-07,-14.9906
-2.010e-06,1.09219e-07,-14.9156
-2.009e-06,1.1125e-07,-14.5656
-2.008e-06,1.04375e-07,-14.2031
-2.007e-06,9.78125e-08,-13.3094
-2.006e-06,9.85937e-08,-11.9875
-2.005e-06,9.40625e-08,-10.2063
-2.004e-06,7.8125e-08,-7.98438
-2.003e-06,7.75e-08,-5.24688
-2.002e-06,8.35938e-08,-2.54375
-2.001e-06,9.09375e-08,-0.075
-2.000e-06,9.17187e-08,2.4625
-1.999e-06,9.57812e-08,4.60938
-1.998e-06,1.05781e-07,6.31875
-1.997e-06,1.01719e-07,7.675
-1.996e-06,1.05625e-07,8.80938
-1.995e-06,1.02344e-07,9.02813
-1.994e-06,1.025e-07,9.3
-1.993e-06,9.35938e-08,9.3125
