Model,MDO4104C
Firmware Version,1.10

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,4e-06,
Horizontal Delay,0,
Sample Interval,4e-09,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.05,20
Vertical Position,0,0
,,
,,
,,
Label,,
TIME,CH2,CH3
-1.3240e-05,-0.0530391,-14.8844
-1.3236e-05,-0.0532266,-14.9844
-1.3232e-05,-0.0529453,-14.8781
-1.3228e-05,-0.0528672,-14.8875
-1.3224e-05,-0.0528125,-14.8656
-1.3220e-05,-0.0526875,-14.9219
-1.3216e-05,-0.0526016,-14.975
-1.3212e-05,-0.0523281,-14.9156
-1.3208e-05,-0.0525781,-14.9563
-1.3204e-05,-0.0523672,-14.9438
-1.3200e-05,-0.0522422,-14.8938
-1.3196e-05,-0.0521641,-14.9125
-1.3192e-05,-0.0520781,-14.9438
-1.3188e-05,-0.0519531,-14.8906
-1.3184e-05,-0.0516797,-14.8531
-1.3180e-05,-0.0517344,-14.9281
-1.3176e-05,-0.0517969,-14.9219
-1.3172e-05,-0.0515859,-14.8969
-1.3168e-05,-0.0512813,-14.9062
-1.3164e-05,-0.0512969,-14.8594
-1.3160e-05,-0.0510938,-14.8906
-1.3156e-05,-0.0508984,-14.95
-1.3152e-05,-0.0509453,-14.85
-1.3148e-05,-0.0507031,-14.9313
-1.3144e-05,-0.0506953,-14.8563
-1.3140e-05,-0.0505,-14.8813
-1.3136e-05,-0.0502969,-14.9938
-1.3132e-05,-0.0502422,-14.8563
-1.3128e-05,-0.0500859,-14.925
-1.3124e-05,-0.0499297,-14.8938
-1.3120e-05,-0.0499297,-14.8656
-1.3116e-05,-0.0494531,-14.8813
-1.3112e-05,-0.0493203,-14.8781
-1.3108e-05,-0.0496016,-15.0031
-1.3104e-05,-0.0491172,-14.8844
-1.3100e-05,-0.049,-14.8781
-1.3096e-05,-0.0487891,-14.8438
-1.3092e-05,-0.0486875,-14.8969
-1.3088e-05,-0.0486172,-14.9594
-1.3084e-05,-0.0481953,-14.9156
-1.3080e-05,-0.0481094,-14.8844
-1.3076e-05,-0.0479297,-14.8531
-1.3072e-05,-0.0478047,-14.825
-1.3068e-05,-0.0475703,-14.8938
-1.3064e-05,-0.0474766,-14.9156
-1.3060e-05,-0.0471641,-14.9031
-1.3056e-05,-0.0469063,-14.8469
-1.3052e-05,-0.0467266,-14.9219
-1.3048e-05,-0.0467578,-14.95
-1.3044e-05,-0.0463906,-14.8563
-1.3040e-05,-0.0461719,-14.8625
-1.3036e-05,-0.0457422,-14.8563
-1.3032e-05,-0.0454219,-14.8625
-1.3028e-05,-0.0456641,-14.9406
-1.3024e-05,-0.0452969,-14.9
-1.3020e-05,-0.0450625,-14.9062
-1.3016e-05,-0.0447891,-14.8688
-1.3012e-05,-0.0445859,-14.8469
-1.3008e-05,-0.0442734,-14.9719
-1.3004e-05,-0.044125,-14.8625
-1.3000e-05,-0.0438281,-14.9531
-1.2996e-05,-0.0435625,-14.9
-1.2992e-05,-0.043375,-14.8313
-1.2988e-05,-0.0430156,-14.8656
-1.2984e-05,-0.0428594,-14.8719
-1.2980e-05,-0.0425625,-14.9156
-1.2976e-05,-0.042,-14.875
-1.2972e-05,-0.0420781,-14.8719
-1.2968e-05,-0.0414609,-14.8625
-1.2964e-05,-0.0412891,-14.8719
-1.2960e-05,-0.0412734,-14.9813
-1.2956e-05,-0.0408594,-14.8406
-1.2952e-05,-0.0405469,-14.8781
-1.2948e-05,-0.0401484,-14.9313
-1.2944e-05,-0.0399141,-14.8969
-1.2940e-05,-0.0396016,-14.9375
-1.2936e-05,-0.0392734,-14.9125
-1.2932e-05,-0.0391484,-14.9125
-1.2928e-05,-0.0385,-14.8688
-1.2924e-05,-0.0382578,-14.9062
-1.2920e-05,-0.0380313,-14.9313
-1.2916e-05,-0.0376406,-14.8063
-1.2912e-05,-0.0373203,-14.8813
-1.2908e-05,-0.0368828,-14.8656
-1.2904e-05,-0.0366016,-14.8344
-1.2900e-05,-0.0361953,-14.9531
-1.2896e-05,-0.0359063,-14.8563
-1.2892e-05,-0.0355859,-14.9188
-1.2888e-05,-0.0350859,-14.8938
-1.2884e-05,-0.0348359,-14.8563
-1.2880e-05,-0.0342969,-14.925
-1.2876e-05,-0.0340234,-14.8594
-1.2872e-05,-0.0336406,-14.9313
-1.2868e-05,-0.0332031,-14.8938
-1.2864e-05,-0.032875,-14.8938
-1.2860e-05,-0.0325078,-14.8406
-1.2856e-05,-0.0318984,-14.8406
-1.2852e-05,-0.0320156,-14.9531
-1.2848e-05,-0.0311016,-14.9062
-1.2844e-05,-0.0308281,-14.8875
-1.2840e-05,-0.0302344,-14.8844
-1.2836e-05,-0.0298125,-14.8563
-1.2832e-05,-0.029625,-14.9844
-1.2828e-05,-0.0290391,-14.8563
-1.2824e-05,-0.0287422,-14.8875
-1.2820e-05,-0.0281484,-14.9219
-1.2816e-05,-0.02775,-14.8656
-1.2812e-05,-0.0273438,-14.8625
-1.2808e-05,-0.0267812,-14.9094
-1.2804e-05,-0.0264297,-14.8594
-1.2800e-05,-0.0258516,-14.875
-1.2796e-05,-0.0254531,-14.8563
-1.2792e-05,-0.0251172,-14.9219
-1.2788e-05,-0.0245078,-14.8625
-1.2784e-05,-0.0238906,-14.8969
-1.2780e-05,-0.0233672,-14.85
-1.2776e-05,-0.0228906,-14.8281
-1.2772e-05,-0.0227031,-14.9219
-1.2768e-05,-0.0221016,-14.8875
-1.2764e-05,-0.0216719,-14.9594
-1.2760e-05,-0.0209219,-14.8813
-1.2756e-05,-0.0205156,-14.8813
-1.2752e-05,-0.0200078,-14.9313
-1.2748e-05,-0.0192734,-14.8219
-1.2744e-05,-0.0189844,-14.9188
-1.2740e-05,-0.0182969,-14.8844
-1.2736e-05,-0.0179375,-14.8781
-1.2732e-05,-0.0172656,-14.85
-1.2728e-05,-0.0167891,-14.9062
-1.2724e-05,-0.0164141,-14.95
-1.2720e-05,-0.0153672,-14.875
-1.2716e-05,-0.0150547,-14.875
-1.2712e-05,-0.014375,-14.825
-1.2708e-05,-0.0137656,-14.9031
-1.2704e-05,-0.0134453,-14.9781
-1.2700e-05,-0.0127188,-14.8688
-1.2696e-05,-0.0121406,-14.8594
-1.2692e-05,-0.0116484,-14.9125
-1.2688e-05,-0.0110391,-14.8531
-1.2684e-05,-0.0103672,-14.8625
-1.2680e-05,-0.00985938,-14.8438
-1.2676e-05,-0.00932812,-14.8719
-1.2672e-05,-0.00864063,-14.825
-1.2668e-05,-0.00807031,-14.8156
-1.2664e-05,-0.00752344,-14.9188
-1.2660e-05,-0.00675,-14.8188
-1.2656e-05,-0.00608594,-14.9094
-1.2652e-05,-0.00557031,-14.8594
-1.2648e-05,-0.00475781,-14.8219
-1.2644e-05,-0.00419531,-14.9281
-1.2640e-05,-0.00360156,-14.8719
-1.2636e-05,-0.002875,-14.8813
-1.2632e-05,-0.00239844,-14.8813
-1.2628e-05,-0.00179688,-14.8844
-1.2624e-05,-0.00105469,-14.925
-1.2620e-05,-0.0005,-14.85
-1.2616e-05,0.000414062,-14.9
-1.2612e-05,0.000976562,-14.8656
-1.2608e-05,0.0015625,-14.8563
-1.2604e-05,0.00242969,-14.8781
-1.2600e-05,0.0029375,-14.9188
-1.2596e-05,0.00358594,-14.9188
-1.2592e-05,0.00464062,-14.8656
-1.2588e-05,0.00507813,-14.8531
-1.2584e-05,0.00598438,-14.8094
-1.2580e-05,0.00654687,-14.95
-1.2576e-05,0.00715625,-15.0125
-1.2572e-05,0.00805469,-14.8563
-1.2568e-05,0.00863281,-14.8719
-1.2564e-05,0.00938281,-14.8719
-1.2560e-05,0.0102109,-14.8594
-1.2556e-05,0.0109844,-14.8969
-1.2552e-05,0.0115234,-14.8688
-1.2548e-05,0.0122344,-14.875
-1.2544e-05,0.0131641,-14.8438
-1.2540e-05,0.0137813,-14.9
-1.2536e-05,0.0145469,-14.9594
-1.2532e-05,0.0152187,-14.8531
-1.2528e-05,0.0160313,-14.8531
-1.2524e-05,0.0169219,-14.8313
-1.2520e-05,0.0177266,-14.8531
-1.2516e-05,0.0183281,-14.8656
-1.2512e-05,0.0190469,-14.8719
-1.2508e-05,0.0198203,-14.8938
-1.2504e-05,0.0208906,-14.8625
-1.2500e-05,0.0214922,-14.8188
-1.2496e-05,0.0221562,-14.9438
-1.2492e-05,0.0230625,-14.825
-1.2488e-05,0.0238281,-14.9438
-1.2484e-05,0.0244609,-14.8531
-1.2480e-05,0.0253281,-14.8938
-1.2476e-05,0.0263047,-14.8094
-1.2472e-05,0.0268203,-14.8813
-1.2468e-05,0.0275391,-14.9375
-1.2464e-05,0.0287734,-14.8469
-1.2460e-05,0.0293672,-14.8813
-1.2456e-05,0.0303047,-14.8281
-1.2452e-05,0.0309609,-14.8844
-1.2448e-05,0.0316797,-14.9438
-1.2444e-05,0.0326328,-14.8281
-1.2440e-05,0.0334062,-14.8531
-1.2436e-05,0.0341016,-14.8906
-1.2432e-05,0.0350937,-14.8313
-1.2428e-05,0.0357578,-14.925
-1.2424e-05,0.0366484,-14.9094
-1.2420e-05,0.0374688,-14.8625
-1.2416e-05,0.0383516,-14.8281
-1.2412e-05,0.0390313,-14.9
-1.2408e-05,0.0397813,-14.9062
-1.2404e-05,0.0406406,-14.8406
-1.2400e-05,0.0415781,-14.9031
-1.2396e-05,0.0424297,-14.8625
-1.2392e-05,0.0431172,-14.8
-1.2388e-05,0.0438906,-14.8813
-1.2384e-05,0.0446563,-14.8781
-1.2380e-05,0.0455859,-14.8688
-1.2376e-05,0.0462813,-14.9031
-1.2372e-05,0.0470703,-14.875
-1.2368e-05,0.0479297,-14.8938
-1.2364e-05,0.0487812,-14.8188
-1.2360e-05,0.0497031,-14.9469
-1.2356e-05,0.0503203,-14.8781
-1.2352e-05,0.0511641,-14.8531
-1.2348e-05,0.0520156,-14.8844
-1.2344e-05,0.0528672,-14.8656
-1.2340e-05,0.0535469,-14.9938
-1.2336e-05,0.0547109,-14.8656
-1.2332e-05,0.0552578,-14.9031
-1.2328e-05,0.0562656,-14.8188
-1.2324e-05,0.0568906,-14.8875
-1.2320e-05,0.0575312,-14.9906
-1.2316e-05,0.0584922,-14.8563
-1.2312e-05,0.0591875,-14.8719
-1.2308e-05,0.0600781,-14.8438
-1.2304e-05,0.0609531,-14.8625
-1.2300e-05,0.0615938,-14.9
-1.2296e-05,0.0624531,-14.8625
-1.2292e-05,0.0631406,-14.8594
-1.2288e-05,0.0641562,-14.8781
-1.2284e-05,0.0646641,-14.8656
-1.2280e-05,0.0655312,-14.8906
-1.2276e-05,0.06625,-14.8563
-1.2272e-05,0.0673281,-14.8719
-1.2268e-05,0.0679688,-14.8875
-1.2264e-05,0.0686328,-14.8563
-1.2260e-05,0.0695156,-14.9031
-1.2256e-05,0.0702031,-14.8875
-1.2252e-05,0.0710469,-14.8625
-1.2248e-05,0.0718203,-14.8563
-1.2244e-05,0.0725156,-14.8438
-1.2240e-05,0.0733281,-14.9219
-1.2236e-05,0.0740859,-14.825
-1.2232e-05,0.0747734,-14.9
-1.2228e-05,0.0755859,-14.9281
-1.2224e-05,0.0762344,-14.8469
-1.2220e-05,0.0770391,-14.8719
-1.2216e-05,0.0778984,-14.8219
-1.2212e-05,0.0781797,-15.0094
-1.2208e-05,0.0795547,-14.8406
-1.2204e-05,0.0798516,-14.8531
-1.2200e-05,0.0806562,-14.8125
-1.2196e-05,0.0812734,-14.925
-1.2192e-05,0.0819766,-14.9344
-1.2188e-05,0.0828125,-14.8563
-1.2184e-05,0.0834141,-14.8938
-1.2180e-05,0.0842187,-14.875
-1.2176e-05,0.084875,-14.8625
-1.2172e-05,0.0853047,-14.8906
-1.2168e-05,0.0862031,-14.9
-1.2164e-05,0.0868828,-14.8844
-1.2160e-05,0.0876641,-14.8438
-1.2156e-05,0.0881484,-14.8844
-1.2152e-05,0.0887187,-14.9344
-1.2148e-05,0.089375,-14.8531
-1.2144e-05,0.0901172,-14.8688
-1.2140e-05,0.0908438,-14.8625
-1.2136e-05,0.0915781,-14.8094
-1.2132e-05,0.092,-14.8688
-1.2128e-05,0.0925391,-14.8781
-1.2124e-05,0.09325,-14.8719
-1.2120e-05,0.0939688,-14.8406
-1.2116e-05,0.0944141,-14.8594
-1.2112e-05,0.0949297,-14.9281
-1.2108e-05,0.0955625,-14.8188
-1.2104e-05,0.0962109,-14.9125
-1.2100e-05,0.0966016,-14.9031
-1.2096e-05,0.0974688,-14.8375
-1.2092e-05,0.0979609,-14.8313
-1.2088e-05,0.0984688,-14.9031
-1.2084e-05,0.0989609,-14.9406
-1.2080e-05,0.099875,-14.8844
-1.2076e-05,0.100141,-14.8531
-1.2072e-05,0.100789,-14.8
-1.2068e-05,0.101109,-14.8719
-1.2064e-05,0.101555,-14.9344
-1.2060e-05,0.102195,-14.85
-1.2056e-05,0.10257,-14.8781
-1.2052e-05,0.103188,-14.8625
-1.2048e-05,0.103563,-14.8219
-1.2044e-05,0.104125,-14.85
-1.2040e-05,0.104469,-14.8781
-1.2036e-05,0.105008,-14.8313
-1.2032e-05,0.105641,-14.8188
-1.2028e-05,0.105898,-14.95
-1.2024e-05,0.106242,-14.9031
-1.2020e-05,0.106852,-14.8656
-1.2016e-05,0.107383,-14.8813
-1.2012e-05,0.107672,-14.7156
-1.2008e-05,0.108336,-12.3313
-1.2004e-05,0.108328,-3.9125
-1.2000e-05,0.108852,5.28125
-1.1996e-05,0.109258,9.3375
-1.1992e-05,0.109602,9.14062
-1.1988e-05,0.109922,9.36562
-1.1984e-05,0.110383,10.3906
-1.1980e-05,0.11068,12.2188
-1.1976e-05,0.111102,13.6938
-1.1972e-05,0.111336,13.6906
-1.1968e-05,0.111633,13.2406
-1.1964e-05,0.111977,12.9
-1.1960e-05,0.112336,12.8969
-1.1956e-05,0.112398,13.2406
-1.1952e-05,0.112937,13.5719
-1.1948e-05,0.113086,13.525
-1.1944e-05,0.113594,13.5
-1.1940e-05,0.113687,13.2688
-1.1936e-05,0.113781,13.3188
-1.1932e-05,0.114133,13.5281
-1.1928e-05,0.114367,13.5844
-1.1924e-05,0.114773,13.6313
-1.1920e-05,0.114867,13.6813
-1.1916e-05,0.115031,13.6531
-1.1912e-05,0.11525,13.6562
-1.1908e-05,0.115398,13.7125
-1.1904e-05,0.11582,13.775
-1.1900e-05,0.115867,13.7094
-1.1896e-05,0.116078,13.6875
-1.1892e-05,0.116156,13.6313
-1.1888e-05,0.116383,13.7844
-1.1884e-05,0.116492,13.7844
-1.1880e-05,0.116672,13.8406
-1.1876e-05,0.116695,13.7906
-1.1872e-05,0.116805,13.8281
-1.1868e-05,0.116914,13.8406
-1.1864e-05,0.117039,13.8406
-1.1860e-05,0.11707,13.775
-1.1856e-05,0.117281,13.7969
-1.1852e-05,0.117219,13.8625
-1.1848e-05,0.11743,13.8469
-1.1844e-05,0.117367,13.7531
-1.1840e-05,0.117547,13.9313
-1.1836e-05,0.117609,13.9094
-1.1832e-05,0.117383,13.8563
-1.1828e-05,0.117367,13.6656
-1.1824e-05,0.117766,13.95
-1.1820e-05,0.1175,13.7938
-1.1816e-05,0.117633,13.8844
-1.1812e-05,0.117391,13.8469
-1.1808e-05,0.117367,13.7938
-1.1804e-05,0.117461,13.8375
-1.1800e-05,0.117266,13.8313
-1.1796e-05,0.11732,13.85
-1.1792e-05,0.117266,13.8906
-1.1788e-05,0.117125,13.9031
-1.1784e-05,0.117141,13.8063
-1.1780e-05,0.117008,13.8563
-1.1776e-05,0.117008,13.9281
-1.1772e-05,0.116859,13.8656
-1.1768e-05,0.11675,13.8781
-1.1764e-05,0.116398,13.8875
-1.1760e-05,0.116641,13.8719
-1.1756e-05,0.116258,13.9188
-1.1752e-05,0.116258,13.8938
-1.1748e-05,0.115898,13.8844
-1.1744e-05,0.115555,13.8375
-1.1740e-05,0.115648,13.925
-1.1736e-05,0.115477,13.9406
-1.1732e-05,0.115055,13.8688
-1.1728e-05,0.114977,13.85
-1.1724e-05,0.114844,13.95
-1.1720e-05,0.1145,13.8906
-1.1716e-05,0.114187,13.8938
-1.1712e-05,0.114078,13.9313
-1.1708e-05,0.114016,13.9094
-1.1704e-05,0.113617,13.9
-1.1700e-05,0.11325,13.7094
-1.1696e-05,0.113406,13.9375
-1.1692e-05,0.112734,13.9313
-1.1688e-05,0.112547,13.8969
-1.1684e-05,0.112258,13.8531
-1.1680e-05,0.111945,13.8531
-1.1676e-05,0.11157,13.9
-1.1672e-05,0.111242,13.9438
-1.1668e-05,0.110867,13.9031
-1.1664e-05,0.110563,13.9062
-1.1660e-05,0.110148,13.9125
-1.1656e-05,0.109773,13.8688
-1.1652e-05,0.109633,13.8656
-1.1648e-05,0.109242,13.875
-1.1644e-05,0.108813,13.8656
-1.1640e-05,0.108273,13.8781
-1.1636e-05,0.107789,13.8969
-1.1632e-05,0.107672,13.9125
-1.1628e-05,0.107195,13.9188
-1.1624e-05,0.106875,13.8719
-1.1620e-05,0.106211,13.8438
-1.1616e-05,0.105758,13.8688
-1.1612e-05,0.105547,13.8781
-1.1608e-05,0.104961,13.9188
-1.1604e-05,0.104398,13.8938
-1.1600e-05,0.104,13.8844
-1.1596e-05,0.103688,13.9344
-1.1592e-05,0.103203,13.8594
-1.1588e-05,0.102648,13.8844
-1.1584e-05,0.102164,13.9125
-1.1580e-05,0.101766,13.9125
-1.1576e-05,0.101266,13.8844
-1.1572e-05,0.100445,13.7031
-1.1568e-05,0.100359,13.9313
-1.1564e-05,0.0995781,13.9344
-1.1560e-05,0.0990313,13.9313
-1.1556e-05,0.0984531,13.8625
-1.1552e-05,0.0978438,13.8375
-1.1548e-05,0.0974062,13.8406
-1.1544e-05,0.0968203,13.8688
-1.1540e-05,0.0962969,13.8156
-1.1536e-05,0.0955156,13.9125
-1.1532e-05,0.0951484,13.8813
-1.1528e-05,0.0944062,13.8375
-1.1524e-05,0.0939375,13.8844
-1.1520e-05,0.0934297,13.8813
-1.1516e-05,0.0926484,13.8531
-1.1512e-05,0.0920391,13.8281
-1.1508e-05,0.091375,13.8938
-1.1504e-05,0.0908672,13.8813
-1.1500e-05,0.0902734,13.9031
-1.1496e-05,0.0896563,13.9094
-1.1492e-05,0.0888984,13.8781
-1.1488e-05,0.0882656,13.8875
-1.1484e-05,0.0876563,13.9281
-1.1480e-05,0.0869844,13.9
-1.1476e-05,0.0863125,13.8938
-1.1472e-05,0.0856875,13.8656
-1.1468e-05,0.0848984,13.9281
-1.1464e-05,0.0843437,13.8563
-1.1460e-05,0.0835781,13.8438
-1.1456e-05,0.0828438,13.9563
-1.1452e-05,0.0823359,13.9094
-1.1448e-05,0.0815078,13.8344
-1.1444e-05,0.0806719,13.7094
-1.1440e-05,0.0802188,13.9156
-1.1436e-05,0.0793438,13.8469
-1.1432e-05,0.0787266,13.8906
-1.1428e-05,0.0780703,13.8531
-1.1424e-05,0.0771328,13.8094
-1.1420e-05,0.0764531,13.7719
-1.1416e-05,0.0757813,13.9188
-1.1412e-05,0.0749141,13.8344
-1.1408e-05,0.0743203,13.8594
-1.1404e-05,0.0735156,13.8719
-1.1400e-05,0.072625,13.7969
-1.1396e-05,0.0719219,13.8844
-1.1392e-05,0.0712734,13.8531
-1.1388e-05,0.0704063,13.8969
-1.1384e-05,0.0694687,13.8813
-1.1380e-05,0.06875,13.8219
-1.1376e-05,0.0681953,13.8844
-1.1372e-05,0.0674375,13.9062
-1.1368e-05,0.0666953,13.8625
-1.1364e-05,0.0656953,13.8563
-1.1360e-05,0.0651016,13.8906
-1.1356e-05,0.0640625,13.9219
-1.1352e-05,0.0634609,13.9125
-1.1348e-05,0.0626719,13.8938
-1.1344e-05,0.0618594,13.85
-1.1340e-05,0.0610234,13.8813
-1.1336e-05,0.0602188,13.8719
-1.1332e-05,0.059375,13.8063
-1.1328e-05,0.0587813,13.8844
-1.1324e-05,0.0579375,13.9219
-1.1320e-05,0.0569375,13.8563
-1.1316e-05,0.0558828,13.7219
-1.1312e-05,0.0557656,13.9
-1.1308e-05,0.0545,13.7781
-1.1304e-05,0.0538047,13.9
-1.1300e-05,0.0527344,13.8344
-1.1296e-05,0.0518828,13.8438
-1.1292e-05,0.0512656,13.7781
-1.1288e-05,0.0504453,13.8688
-1.1284e-05,0.0496172,13.8125
-1.1280e-05,0.04875,13.875
-1.1276e-05,0.0479219,13.8438
-1.1272e-05,0.0470313,13.8563
-1.1268e-05,0.0462656,13.9
-1.1264e-05,0.0455625,13.85
-1.1260e-05,0.0445859,13.7625
-1.1256e-05,0.0436797,13.85
-1.1252e-05,0.0429141,13.8844
-1.1248e-05,0.0420312,13.8906
-1.1244e-05,0.0411328,13.8844
-1.1240e-05,0.040375,13.8813
-1.1236e-05,0.0394141,13.8031
-1.1232e-05,0.0384844,13.8375
-1.1228e-05,0.0376484,13.8844
-1.1224e-05,0.0369219,13.9
-1.1220e-05,0.0361406,13.8063
-1.1216e-05,0.0352109,13.8469
-1.1212e-05,0.0343516,13.85
-1.1208e-05,0.0336406,13.8438
-1.1204e-05,0.0325391,13.8
-1.1200e-05,0.0318984,13.8969
-1.1196e-05,0.0310391,13.9219
-1.1192e-05,0.0301641,13.8719
-1.1188e-05,0.0291641,13.7094
-1.1184e-05,0.0287656,13.9125
-1.1180e-05,0.0276094,13.7469
-1.1176e-05,0.0268203,13.8813
-1.1172e-05,0.026125,13.7969
-1.1168e-05,0.0251016,13.7969
-1.1164e-05,0.0242266,13.8281
-1.1160e-05,0.0235078,13.8063
-1.1156e-05,0.0227734,13.8844
-1.1152e-05,0.0217578,13.9031
-1.1148e-05,0.0210156,13.8656
-1.1144e-05,0.0200703,13.7906
-1.1140e-05,0.0193125,13.8875
-1.1136e-05,0.0185391,13.8281
-1.1132e-05,0.0176719,13.7719
-1.1128e-05,0.0168438,13.7906
-1.1124e-05,0.0159922,13.8781
-1.1120e-05,0.0153516,13.8438
-1.1116e-05,0.0145156,13.8813
-1.1112e-05,0.0135703,13.85
-1.1108e-05,0.0128359,13.8281
-1.1104e-05,0.0118594,13.8063
-1.1100e-05,0.0111719,13.825
-1.1096e-05,0.0104531,13.9031
-1.1092e-05,0.0095625,13.8406
-1.1088e-05,0.00876563,13.825
-1.1084e-05,0.00801563,13.8719
-1.1080e-05,0.00714063,13.8344
-1.1076e-05,0.00630469,13.8344
-1.1072e-05,0.00564062,13.9281
-1.1068e-05,0.00492188,13.8719
-1.1064e-05,0.00407031,13.8563
-1.1060e-05,0.00311719,13.7344
-1.1056e-05,0.00271094,13.9188
-1.1052e-05,0.00160938,13.75
-1.1048e-05,0.00103125,13.8594
-1.1044e-05,0.000210937,13.8031
-1.1040e-05,-0.000476562,13.8375
-1.1036e-05,-0.00141406,13.7469
-1.1032e-05,-0.00217969,13.8219
-1.1028e-05,-0.00278906,13.8531
-1.1024e-05,-0.00354688,13.8031
-1.1020e-05,-0.00430469,13.8
-1.1016e-05,-0.00503906,13.85
-1.1012e-05,-0.00571875,13.825
-1.1008e-05,-0.00653125,13.8125
-1.1004e-05,-0.00725,13.85
-1.1000e-05,-0.00805469,13.7781
-1.0996e-05,-0.00878125,13.8781
-1.0992e-05,-0.00955469,13.8656
-1.0988e-05,-0.01025,13.9031
-1.0984e-05,-0.0110312,13.8281
-1.0980e-05,-0.0115781,13.8094
-1.0976e-05,-0.0124766,13.8
-1.0972e-05,-0.0130469,13.8031
-1.0968e-05,-0.0136484,13.8875
-1.0964e-05,-0.0145781,13.8656
-1.0960e-05,-0.0153516,13.8281
-1.0956e-05,-0.0159531,13.9031
-1.0952e-05,-0.0165625,13.825
-1.0948e-05,-0.0175234,13.7625
-1.0944e-05,-0.0180156,13.85
-1.0940e-05,-0.0187422,13.8625
-1.0936e-05,-0.0195312,13.8094
-1.0932e-05,-0.0203438,13.6875
-1.0928e-05,-0.0205703,13.8906
-1.0924e-05,-0.0216094,13.8063
-1.0920e-05,-0.0221562,13.9094
-1.0916e-05,-0.0230234,13.8031
-1.0912e-05,-0.0236953,13.8188
-1.0908e-05,-0.0243203,13.775
-1.0904e-05,-0.0249766,13.8063
-1.0900e-05,-0.025625,13.8
-1.0896e-05,-0.0262422,13.8
-1.0892e-05,-0.0268125,13.8406
-1.0888e-05,-0.0275547,13.8031
-1.0884e-05,-0.02825,13.8375
-1.0880e-05,-0.0286797,13.8188
-1.0876e-05,-0.0293984,13.8594
-1.0872e-05,-0.0302266,13.8344
-1.0868e-05,-0.0307422,13.8906
-1.0864e-05,-0.0312813,13.8906
-1.0860e-05,-0.0318828,13.8688
-1.0856e-05,-0.0326094,13.8531
-1.0852e-05,-0.0331172,13.8156
-1.0848e-05,-0.0338437,13.7531
-1.0844e-05,-0.0343281,13.8125
-1.0840e-05,-0.0348437,13.9
-1.0836e-05,-0.0353984,13.8594
-1.0832e-05,-0.0361094,13.8094
-1.0828e-05,-0.03675,13.8188
-1.0824e-05,-0.0372266,13.8375
-1.0820e-05,-0.0378203,13.7438
-1.0816e-05,-0.0382422,13.8469
-1.0812e-05,-0.0389844,13.8438
-1.0808e-05,-0.0395078,13.8375
-1.0804e-05,-0.0402422,13.725
-1.0800e-05,-0.0401641,13.8781
-1.0796e-05,-0.0410391,13.8
-1.0792e-05,-0.0413828,13.8844
-1.0788e-05,-0.0421016,13.8344
-1.0784e-05,-0.0427656,13.7625
-1.0780e-05,-0.0430859,13.7563
-1.0776e-05,-0.0436328,13.8344
-1.0772e-05,-0.0440781,13.8
-1.0768e-05,-0.0446797,13.7812
-1.0764e-05,-0.0451875,13.8438
-1.0760e-05,-0.0455859,13.8813
-1.0756e-05,-0.0460547,13.8406
-1.0752e-05,-0.0465078,13.8
-1.0748e-05,-0.0470547,13.85
-1.0744e-05,-0.0475547,13.7844
-1.0740e-05,-0.0479063,13.8031
-1.0736e-05,-0.0482266,13.8375
-1.0732e-05,-0.0488672,13.8625
-1.0728e-05,-0.0491797,13.8531
-1.0724e-05,-0.0496016,13.775
-1.0720e-05,-0.0500937,13.8406
-1.0716e-05,-0.0505391,13.8344
-1.0712e-05,-0.0508594,13.9062
-1.0708e-05,-0.0513125,13.8656
-1.0704e-05,-0.051875,13.7875
-1.0700e-05,-0.0520391,13.8344
-1.0696e-05,-0.0525234,13.8438
-1.0692e-05,-0.0530313,13.7563
-1.0688e-05,-0.0532109,13.8594
-1.0684e-05,-0.0537188,13.8781
-1.0680e-05,-0.0541406,13.8219
-1.0676e-05,-0.0545391,13.7906
-1.0672e-05,-0.054375,13.9
-1.0668e-05,-0.0552422,13.7563
-1.0664e-05,-0.0555,13.8563
-1.0660e-05,-0.0558203,13.7781
-1.0656e-05,-0.0562891,13.75
-1.0652e-05,-0.0565859,13.7875
-1.0648e-05,-0.0568047,13.825
-1.0644e-05,-0.0572422,13.7969
-1.0640e-05,-0.0574844,13.8156
-1.0636e-05,-0.0578047,13.8281
-1.0632e-05,-0.0581484,13.8156
-1.0628e-05,-0.0584297,13.825
-1.0624e-05,-0.0587344,13.7875
-1.0620e-05,-0.0589609,13.8531
-1.0616e-05,-0.0594219,13.7938
-1.0612e-05,-0.0595938,13.8406
-1.0608e-05,-0.0596875,13.8219
-1.0604e-05,-0.0601016,13.85
-1.0600e-05,-0.0604609,13.8063
-1.0596e-05,-0.0605625,13.8281
-1.0592e-05,-0.0609141,13.8438
-1.0588e-05,-0.0611719,13.8969
-1.0584e-05,-0.0613047,13.8906
-1.0580e-05,-0.0616563,13.8469
-1.0576e-05,-0.0618516,13.7719
-1.0572e-05,-0.0619922,13.8438
-1.0568e-05,-0.0622813,13.8469
-1.0564e-05,-0.0624766,13.7375
-1.0560e-05,-0.0627891,13.9094
-1.0556e-05,-0.0629453,13.8688
-1.0552e-05,-0.063125,13.825
