time	Ix(U2:Ano)	Ix(U3:Cath)
3.767864999988705e-06	-2.055760e-09	-2.783638e-09
3.778104999988554e-06	-1.983610e-09	-2.686002e-09
3.788344999988403e-06	-1.913992e-09	-2.591792e-09
3.798584999988252e-06	-1.846818e-09	-2.500887e-09
3.808824999988101e-06	-1.782002e-09	-2.413175e-09
3.819064999987951e-06	-1.719461e-09	-2.328540e-09
3.829304999987800e-06	-1.659116e-09	-2.246875e-09
3.839544999987649e-06	-1.600889e-09	-2.168076e-09
3.849784999987498e-06	-1.544705e-09	-2.092043e-09
3.860024999987347e-06	-1.490494e-09	-2.018678e-09
3.870264999987196e-06	-1.438185e-09	-1.947888e-09
3.880504999987045e-06	-1.387713e-09	-1.879582e-09
3.890744999986893e-06	-1.339012e-09	-1.813674e-09
3.900984999986742e-06	-1.292020e-09	-1.750078e-09
3.911224999986591e-06	-1.246679e-09	-1.688715e-09
3.921464999986440e-06	-1.202928e-09	-1.629504e-09
3.931704999986289e-06	-1.160714e-09	-1.572373e-09
3.941944999986138e-06	-1.119981e-09	-1.517246e-09
3.952184999985987e-06	-1.080677e-09	-1.464054e-09
3.962424999985836e-06	-1.042754e-09	-1.412729e-09
3.972664999985685e-06	-1.006161e-09	-1.363204e-09
3.982904999985534e-06	-9.708530e-10	-1.315419e-09
3.993144999985383e-06	-9.367835e-10	-1.269309e-09
4.000144999999998e-06	-1.926980e-09	-2.943870e-10
4.000290714285712e-06	-5.433825e-09	2.963657e-09
4.000436428571426e-06	-1.001455e-08	7.253982e-09
4.000582142857141e-06	-1.566917e-08	1.257659e-08
4.000727857142855e-06	-2.239767e-08	1.893148e-08
4.000873571428569e-06	-3.020005e-08	2.631865e-08
4.001019285714283e-06	-3.907631e-08	3.473811e-08
4.001164999999997e-06	-4.902646e-08	4.418984e-08
4.001436428571422e-06	-6.177542e-08	5.654857e-08
4.001707857142846e-06	-7.288218e-08	6.734279e-08
4.001979285714271e-06	-8.234674e-08	7.657252e-08
4.002250714285696e-06	-9.016910e-08	8.423775e-08
4.002522142857121e-06	-9.634925e-08	9.033848e-08
4.002793571428545e-06	-1.008872e-07	9.487472e-08
4.003064999999969e-06	-1.037830e-07	9.784645e-08
4.003324999999966e-06	-1.067265e-07	1.007835e-07
4.004029285714241e-06	-1.111435e-07	1.051449e-07
4.004733571428516e-06	-1.147496e-07	1.086753e-07
4.005437857142791e-06	-1.175445e-07	1.113746e-07
4.006142142857067e-06	-1.195285e-07	1.132429e-07
4.006846428571342e-06	-1.207014e-07	1.142801e-07
4.007550714285618e-06	-1.210632e-07	1.144863e-07
4.008254999999893e-06	-1.206141e-07	1.138614e-07
4.013564999999815e-06	-1.215187e-07	1.135258e-07
4.023804999999664e-06	-1.225253e-07	1.121808e-07
4.034044999999513e-06	-1.234887e-07	1.108750e-07
4.044284999999362e-06	-1.244185e-07	1.096150e-07
4.054524999999211e-06	-1.253157e-07	1.083993e-07
4.064764999999059e-06	-1.261814e-07	1.072262e-07
4.075004999998908e-06	-1.270168e-07	1.060944e-07
4.085244999998757e-06	-1.278229e-07	1.050024e-07
4.095484999998606e-06	-1.286008e-07	1.039487e-07
4.105724999998455e-06	-1.293515e-07	1.029320e-07
4.115964999998304e-06	-1.300758e-07	1.019510e-07
4.126204999998153e-06	-1.307748e-07	1.010045e-07
4.136444999998002e-06	-1.314492e-07	1.000912e-07
4.146684999997851e-06	-1.321000e-07	9.920998e-08
4.156924999997700e-06	-1.327280e-07	9.835973e-08
4.167164999997549e-06	-1.333340e-07	9.753933e-08
4.177404999997398e-06	-1.339187e-07	9.674776e-08
4.187644999997247e-06	-1.344829e-07	9.598399e-08
4.197884999997096e-06	-1.350274e-07	9.524704e-08
4.208124999996945e-06	-1.355528e-07	9.453598e-08
4.218364999996794e-06	-1.360597e-07	9.384988e-08
4.228604999996643e-06	-1.365489e-07	9.318789e-08
4.238844999996492e-06	-1.370209e-07	9.254914e-08
4.249084999996341e-06	-1.374763e-07	9.193283e-08
4.259324999996190e-06	-1.379158e-07	9.133816e-08
4.269564999996039e-06	-1.383399e-07	9.076437e-08
4.279804999995888e-06	-1.387491e-07	9.021074e-08
4.290044999995737e-06	-1.391439e-07	8.967655e-08
4.300284999995586e-06	-1.395249e-07	8.916112e-08
4.310524999995435e-06	-1.398926e-07	8.866379e-08
4.320764999995284e-06	-1.402473e-07	8.818392e-08
4.331004999995133e-06	-1.405896e-07	8.772091e-08
4.341244999994982e-06	-1.409199e-07	8.727416e-08
4.351484999994831e-06	-1.412386e-07	8.684310e-08
4.361724999994680e-06	-1.415461e-07	8.642717e-08
4.371964999994529e-06	-1.418428e-07	8.602586e-08
4.382204999994378e-06	-1.421291e-07	8.563863e-08
4.392444999994227e-06	-1.424054e-07	8.526500e-08
4.402684999994076e-06	-1.426720e-07	8.490449e-08
4.412924999993925e-06	-1.429292e-07	8.455665e-08
4.423164999993774e-06	-1.431774e-07	8.422101e-08
4.433404999993623e-06	-1.434169e-07	8.389717e-08
4.443644999993472e-06	-1.436480e-07	8.358469e-08
4.453884999993321e-06	-1.438709e-07	8.328319e-08
4.464124999993170e-06	-1.440861e-07	8.299228e-08
4.474364999993019e-06	-1.442937e-07	8.271158e-08
4.484604999992868e-06	-1.444940e-07	8.244074e-08
4.494844999992717e-06	-1.446873e-07	8.217941e-08
4.505084999992566e-06	-1.448738e-07	8.192726e-08
4.515324999992415e-06	-1.450538e-07	8.168396e-08
4.525564999992264e-06	-1.452274e-07	8.144921e-08
4.535804999992113e-06	-1.453949e-07	8.122269e-08
4.546044999991962e-06	-1.455566e-07	8.100414e-08
4.556284999991811e-06	-1.457126e-07	8.079325e-08
4.566524999991660e-06	-1.458631e-07	8.058977e-08
4.576764999991509e-06	-1.460083e-07	8.039344e-08
4.587004999991358e-06	-1.461485e-07	8.020400e-08
4.597244999991207e-06	-1.462837e-07	8.002122e-08
4.607484999991055e-06	-1.464142e-07	7.984485e-08
4.617724999990904e-06	-1.465401e-07	7.967467e-08
4.627964999990753e-06	-1.466615e-07	7.951047e-08
4.638204999990602e-06	-1.467787e-07	7.935204e-08
4.648444999990451e-06	-1.468918e-07	7.919917e-08
4.658684999990300e-06	-1.470010e-07	7.905167e-08
4.668924999990149e-06	-1.471063e-07	7.890934e-08
4.679164999989998e-06	-1.472079e-07	7.877202e-08
4.689404999989847e-06	-1.473059e-07	7.863952e-08
4.699644999989696e-06	-1.474005e-07	7.851166e-08
4.709884999989545e-06	-1.474917e-07	7.838830e-08
4.720124999989394e-06	-1.475798e-07	7.826927e-08
4.730364999989243e-06	-1.476648e-07	7.815442e-08
4.740604999989092e-06	-1.477468e-07	7.804361e-08
4.750844999988941e-06	-1.478259e-07	7.793668e-08
4.761084999988790e-06	-1.479022e-07	7.783350e-08
4.771324999988639e-06	-1.479759e-07	7.773396e-08
4.781564999988488e-06	-1.480470e-07	7.763791e-08
4.791804999988337e-06	-1.481155e-07	7.754522e-08
4.802044999988186e-06	-1.481817e-07	7.745579e-08
4.812284999988035e-06	-1.482455e-07	7.736951e-08
4.822524999987884e-06	-1.483072e-07	7.728625e-08
4.832764999987733e-06	-1.483666e-07	7.720592e-08
4.843004999987582e-06	-1.484240e-07	7.712841e-08
4.853244999987431e-06	-1.484793e-07	7.705362e-08
4.863484999987280e-06	-1.485327e-07	7.698146e-08
4.873724999987129e-06	-1.485842e-07	7.691182e-08
4.883964999986978e-06	-1.486339e-07	7.684464e-08
4.894204999986827e-06	-1.486819e-07	7.677981e-08
4.904444999986676e-06	-1.487282e-07	7.671726e-08
4.914684999986525e-06	-1.487728e-07	7.665691e-08
4.924924999986374e-06	-1.488159e-07	7.659867e-08
4.935164999986223e-06	-1.488575e-07	7.654248e-08
4.945404999986072e-06	-1.488976e-07	7.648826e-08
4.955644999985921e-06	-1.489363e-07	7.643595e-08
4.965884999985770e-06	-1.489737e-07	7.638548e-08
4.976124999985619e-06	-1.490097e-07	7.633678e-08
4.986364999985468e-06	-1.490445e-07	7.628978e-08
4.996604999985317e-06	-1.490781e-07	7.624443e-08
4.997257857130271e-06	-1.493191e-07	7.646437e-08
4.997910714275225e-06	-1.494110e-07	7.654520e-08
4.998563571420180e-06	-1.493536e-07	7.648693e-08
4.999216428565134e-06	-1.491470e-07	7.628957e-08
4.999869285710089e-06	-1.487911e-07	7.595311e-08
5.000522142855042e-06	-1.482861e-07	7.547755e-08
5.001174999999997e-06	-1.476318e-07	7.486290e-08
5.001319285714283e-06	-1.437833e-07	7.128231e-08
5.001463571428569e-06	-1.389426e-07	6.674545e-08
5.001607857142854e-06	-1.331098e-07	6.125230e-08
5.001752142857139e-06	-1.262848e-07	5.480287e-08
5.001896428571425e-06	-1.184677e-07	4.739716e-08
5.002040714285711e-06	-1.096584e-07	3.903517e-08
5.002184999999997e-06	-9.985706e-08	2.971689e-08
5.002459285714278e-06	-8.722073e-08	1.745574e-08
5.002733571428560e-06	-7.621974e-08	6.755072e-09
5.003007857142841e-06	-6.685409e-08	-2.385113e-09
5.003282142857123e-06	-5.912378e-08	-9.964816e-09
5.003556428571405e-06	-5.302880e-08	-1.598403e-08
5.003830714285687e-06	-4.856916e-08	-2.044277e-08
5.004104999999968e-06	-4.574486e-08	-2.334102e-08
5.004486428571391e-06	-4.215132e-08	-2.692269e-08
5.004867857142814e-06	-3.908142e-08	-2.997092e-08
5.005249285714237e-06	-3.653516e-08	-3.248571e-08
5.005630714285660e-06	-3.451254e-08	-3.446707e-08
5.006012142857083e-06	-3.301355e-08	-3.591499e-08
5.006393571428506e-06	-3.203820e-08	-3.682948e-08
5.006774999999929e-06	-3.158648e-08	-3.721053e-08
5.006784999999929e-06	-3.156883e-08	-3.722632e-08
5.008246428571336e-06	-3.050739e-08	-3.796785e-08
5.009707857142743e-06	-2.964235e-08	-3.850822e-08
5.011169285714149e-06	-2.897371e-08	-3.884741e-08
5.012630714285557e-06	-2.850147e-08	-3.898543e-08
5.014092142856964e-06	-2.822563e-08	-3.892229e-08
5.015553571428371e-06	-2.814619e-08	-3.865797e-08
5.017014999999778e-06	-2.826314e-08	-3.819248e-08
5.017024999999778e-06	-2.826214e-08	-3.819116e-08
5.027264999999627e-06	-2.726765e-08	-3.685252e-08
5.037504999999476e-06	-2.630946e-08	-3.555948e-08
5.047744999999325e-06	-2.538498e-08	-3.431180e-08
5.057984999999174e-06	-2.449302e-08	-3.310790e-08
5.068224999999023e-06	-2.363244e-08	-3.194623e-08
5.078464999998872e-06	-2.280212e-08	-3.082531e-08
5.088704999998721e-06	-2.200102e-08	-2.974372e-08
5.098944999998570e-06	-2.122808e-08	-2.870008e-08
5.109184999998419e-06	-2.048233e-08	-2.769305e-08
5.119424999998268e-06	-1.976280e-08	-2.672135e-08
5.129664999998116e-06	-1.906857e-08	-2.578374e-08
5.139904999997965e-06	-1.839875e-08	-2.487903e-08
5.150144999997814e-06	-1.775248e-08	-2.400606e-08
5.160384999997663e-06	-1.712893e-08	-2.316371e-08
5.170624999997512e-06	-1.652730e-08	-2.235093e-08
5.180864999997361e-06	-1.594681e-08	-2.156666e-08
5.191104999997210e-06	-1.538673e-08	-2.080991e-08
5.201344999997059e-06	-1.484634e-08	-2.007971e-08
5.211584999996908e-06	-1.432493e-08	-1.937513e-08
5.221824999996757e-06	-1.382186e-08	-1.869527e-08
5.232064999996606e-06	-1.333646e-08	-1.803927e-08
5.242304999996455e-06	-1.286811e-08	-1.740629e-08
5.252544999996304e-06	-1.241623e-08	-1.679552e-08
5.262784999996153e-06	-1.198022e-08	-1.620617e-08
5.273024999996002e-06	-1.155953e-08	-1.563751e-08
5.283264999995851e-06	-1.115362e-08	-1.508880e-08
5.293504999995700e-06	-1.076198e-08	-1.455935e-08
5.303744999995549e-06	-1.038409e-08	-1.404847e-08
5.313984999995398e-06	-1.001948e-08	-1.355552e-08
5.324224999995247e-06	-9.667675e-09	-1.307987e-08
5.334464999995096e-06	-9.328230e-09	-1.262091e-08
5.344704999994945e-06	-9.000710e-09	-1.217806e-08
5.354944999994794e-06	-8.684692e-09	-1.175074e-08
5.365184999994643e-06	-8.379775e-09	-1.133842e-08
5.375424999994492e-06	-8.085568e-09	-1.094057e-08
5.385664999994341e-06	-7.801695e-09	-1.055668e-08
5.395904999994190e-06	-7.527792e-09	-1.018626e-08
5.406144999994039e-06	-7.263508e-09	-9.828842e-09
5.416384999993888e-06	-7.008507e-09	-9.483966e-09
5.426624999993737e-06	-6.762460e-09	-9.151190e-09
5.436864999993586e-06	-6.525056e-09	-8.830093e-09
5.447104999993435e-06	-6.295987e-09	-8.520264e-09
5.457344999993284e-06	-6.074963e-09	-8.221307e-09
5.467584999993133e-06	-5.861700e-09	-7.932842e-09
5.477824999992982e-06	-5.655927e-09	-7.654500e-09
5.488064999992831e-06	-5.457379e-09	-7.385925e-09
5.498304999992680e-06	-5.265803e-09	-7.126776e-09
5.508544999992529e-06	-5.080954e-09	-6.876721e-09
5.518784999992378e-06	-4.902596e-09	-6.635441e-09
5.529024999992227e-06	-4.730500e-09	-6.402629e-09
5.539264999992076e-06	-4.564447e-09	-6.177987e-09
5.549504999991925e-06	-4.404224e-09	-5.961228e-09
5.559744999991774e-06	-4.249626e-09	-5.752076e-09
5.569984999991623e-06	-4.100457e-09	-5.550264e-09
5.580224999991472e-06	-3.956525e-09	-5.355534e-09
5.590464999991321e-06	-3.817646e-09	-5.167638e-09
5.600704999991170e-06	-3.683644e-09	-4.986336e-09
5.610944999991019e-06	-3.554345e-09	-4.811397e-09
5.621184999990868e-06	-3.429587e-09	-4.642597e-09
5.631424999990717e-06	-3.309208e-09	-4.479721e-09
5.641664999990566e-06	-3.193055e-09	-4.322561e-09
5.651904999990415e-06	-3.080981e-09	-4.170917e-09
5.662144999990264e-06	-2.972840e-09	-4.024594e-09
5.672384999990112e-06	-2.868496e-09	-3.883406e-09
5.682624999989961e-06	-2.767816e-09	-3.747174e-09
5.692864999989810e-06	-2.670669e-09	-3.615722e-09
5.703104999989659e-06	-2.576932e-09	-3.488884e-09
5.713344999989508e-06	-2.486487e-09	-3.366497e-09
5.723584999989357e-06	-2.399217e-09	-3.248405e-09
5.733824999989206e-06	-2.315010e-09	-3.134458e-09
5.744064999989055e-06	-2.233759e-09	-3.024509e-09
5.754304999988904e-06	-2.155360e-09	-2.918419e-09
5.764544999988753e-06	-2.079714e-09	-2.816052e-09
5.774784999988602e-06	-2.006722e-09	-2.717278e-09
5.785024999988451e-06	-1.936293e-09	-2.621970e-09
5.795264999988300e-06	-1.868336e-09	-2.530008e-09
5.805504999988149e-06	-1.802765e-09	-2.441273e-09
5.815744999987998e-06	-1.739495e-09	-2.355651e-09
5.825984999987847e-06	-1.678446e-09	-2.273035e-09
5.836224999987696e-06	-1.619541e-09	-2.193318e-09
5.846464999987545e-06	-1.562703e-09	-2.116399e-09
5.856704999987394e-06	-1.507859e-09	-2.042179e-09
5.866944999987243e-06	-1.454942e-09	-1.970565e-09
5.877184999987092e-06	-1.403881e-09	-1.901463e-09
5.887424999986941e-06	-1.354613e-09	-1.834787e-09
5.897664999986790e-06	-1.307074e-09	-1.770450e-09
5.907904999986639e-06	-1.261203e-09	-1.708372e-09
5.918144999986488e-06	-1.216943e-09	-1.648472e-09
5.928384999986337e-06	-1.174237e-09	-1.590675e-09
5.938624999986186e-06	-1.133029e-09	-1.534905e-09
5.948864999986035e-06	-1.093268e-09	-1.481093e-09
5.959104999985884e-06	-1.054902e-09	-1.429170e-09
5.969344999985733e-06	-1.017883e-09	-1.379069e-09
5.979584999985582e-06	-9.821632e-10	-1.330726e-09
5.989824999985431e-06	-9.476980e-10	-1.284081e-09
6.000035000000000e-06	-9.776295e-10	-1.179947e-09
6.000193571428571e-06	-3.429769e-09	1.083978e-09
6.000352142857143e-06	-7.297573e-09	4.701142e-09
6.000510714285714e-06	-1.258104e-08	9.671545e-09
6.000669285714285e-06	-1.928018e-08	1.599519e-08
6.000827857142855e-06	-2.739498e-08	2.367207e-08
6.000986428571427e-06	-3.692544e-08	3.270219e-08
6.001144999999998e-06	-4.787157e-08	4.308554e-08
6.001413571428566e-06	-6.073360e-08	5.554191e-08
6.001682142857133e-06	-7.194664e-08	6.642976e-08
6.001950714285701e-06	-8.151069e-08	7.574910e-08
6.002219285714268e-06	-8.942574e-08	8.349992e-08
6.002487857142835e-06	-9.569179e-08	8.968224e-08
6.002756428571403e-06	-1.003089e-07	9.429604e-08
6.003024999999970e-06	-1.032769e-07	9.734133e-08
6.003644999999961e-06	-1.084368e-07	1.024720e-07
6.004264999999952e-06	-1.126816e-07	1.066679e-07
6.004884999999943e-06	-1.160113e-07	1.099290e-07
6.005504999999934e-06	-1.184259e-07	1.122555e-07
6.006124999999925e-06	-1.199253e-07	1.136473e-07
6.006744999999916e-06	-1.205096e-07	1.141043e-07
6.007364999999906e-06	-1.201787e-07	1.136266e-07
6.010244999999864e-06	-1.211054e-07	1.138904e-07
6.020484999999713e-06	-1.222054e-07	1.126143e-07
6.030724999999562e-06	-1.231801e-07	1.112932e-07
6.040964999999411e-06	-1.241207e-07	1.100186e-07
6.051204999999260e-06	-1.250283e-07	1.087887e-07
6.061444999999109e-06	-1.259041e-07	1.076020e-07
6.071684999998958e-06	-1.267492e-07	1.064569e-07
6.081924999998807e-06	-1.275647e-07	1.053522e-07
6.092164999998656e-06	-1.283517e-07	1.042862e-07
6.102404999998505e-06	-1.291110e-07	1.032576e-07
6.112644999998354e-06	-1.298438e-07	1.022652e-07
6.122884999998203e-06	-1.305509e-07	1.013076e-07
6.133124999998052e-06	-1.312332e-07	1.003837e-07
6.143364999997901e-06	-1.318915e-07	9.949223e-08
6.153604999997750e-06	-1.325268e-07	9.863206e-08
6.163844999997599e-06	-1.331399e-07	9.780211e-08
6.174084999997448e-06	-1.337314e-07	9.700131e-08
6.184324999997297e-06	-1.343022e-07	9.622863e-08
6.194564999997146e-06	-1.348530e-07	9.548310e-08
6.204804999996995e-06	-1.353845e-07	9.476373e-08
6.215044999996844e-06	-1.358973e-07	9.406965e-08
6.225284999996692e-06	-1.363922e-07	9.339993e-08
6.235524999996541e-06	-1.368697e-07	9.275374e-08
6.245764999996390e-06	-1.373305e-07	9.213024e-08
6.256004999996239e-06	-1.377751e-07	9.152863e-08
6.266244999996088e-06	-1.382041e-07	9.094816e-08
6.276484999995937e-06	-1.386180e-07	9.038807e-08
6.286724999995786e-06	-1.390175e-07	8.984765e-08
6.296964999995635e-06	-1.394029e-07	8.932621e-08
6.307204999995484e-06	-1.397748e-07	8.882309e-08
6.317444999995333e-06	-1.401337e-07	8.833763e-08
6.327684999995182e-06	-1.404800e-07	8.786922e-08
6.337924999995031e-06	-1.408141e-07	8.741726e-08
6.348164999994880e-06	-1.411365e-07	8.698117e-08
6.358404999994729e-06	-1.414476e-07	8.656040e-08
6.368644999994578e-06	-1.417478e-07	8.615440e-08
6.378884999994427e-06	-1.420374e-07	8.576266e-08
6.389124999994276e-06	-1.423169e-07	8.538468e-08
6.399364999994125e-06	-1.425866e-07	8.501997e-08
6.409604999993974e-06	-1.428468e-07	8.466807e-08
6.419844999993823e-06	-1.430979e-07	8.432852e-08
6.430084999993672e-06	-1.433402e-07	8.400090e-08
6.440324999993521e-06	-1.435740e-07	8.368478e-08
6.450564999993370e-06	-1.437995e-07	8.337977e-08
6.460804999993219e-06	-1.440172e-07	8.308546e-08
6.471044999993068e-06	-1.442272e-07	8.280149e-08
6.481284999992917e-06	-1.444298e-07	8.252749e-08
6.491524999992766e-06	-1.446254e-07	8.226312e-08
6.501764999992615e-06	-1.448141e-07	8.200803e-08
6.512004999992464e-06	-1.449961e-07	8.176189e-08
6.522244999992313e-06	-1.451718e-07	8.152440e-08
6.532484999992162e-06	-1.453413e-07	8.129525e-08
6.542724999992011e-06	-1.455048e-07	8.107414e-08
6.552964999991860e-06	-1.456626e-07	8.086080e-08
6.563204999991709e-06	-1.458149e-07	8.065495e-08
6.573444999991558e-06	-1.459618e-07	8.045633e-08
6.583684999991407e-06	-1.461036e-07	8.026468e-08
6.593924999991256e-06	-1.462404e-07	8.007977e-08
6.604164999991105e-06	-1.463724e-07	7.990134e-08
6.614404999990954e-06	-1.464997e-07	7.972918e-08
6.624644999990803e-06	-1.466226e-07	7.956307e-08
6.634884999990652e-06	-1.467412e-07	7.940279e-08
6.645124999990501e-06	-1.468556e-07	7.924813e-08
6.655364999990350e-06	-1.469660e-07	7.909891e-08
6.665604999990199e-06	-1.470725e-07	7.895493e-08
6.675844999990048e-06	-1.471753e-07	7.881601e-08
6.686084999989897e-06	-1.472745e-07	7.868196e-08
6.696324999989746e-06	-1.473702e-07	7.855262e-08
6.706564999989595e-06	-1.474625e-07	7.842782e-08
6.716804999989444e-06	-1.475516e-07	7.830740e-08
6.727044999989293e-06	-1.476376e-07	7.819121e-08
6.737284999989142e-06	-1.477205e-07	7.807910e-08
6.747524999988991e-06	-1.478006e-07	7.797092e-08
6.757764999988839e-06	-1.478778e-07	7.786655e-08
6.768004999988688e-06	-1.479523e-07	7.776585e-08
6.778244999988537e-06	-1.480242e-07	7.766867e-08
6.788484999988386e-06	-1.480936e-07	7.757491e-08
6.798724999988235e-06	-1.481605e-07	7.748444e-08
6.808964999988084e-06	-1.482251e-07	7.739715e-08
6.819204999987933e-06	-1.482874e-07	7.731292e-08
6.829444999987782e-06	-1.483476e-07	7.723165e-08
6.839684999987631e-06	-1.484056e-07	7.715324e-08
6.849924999987480e-06	-1.484616e-07	7.707757e-08
6.860164999987329e-06	-1.485156e-07	7.700457e-08
6.870404999987178e-06	-1.485677e-07	7.693413e-08
6.880644999987027e-06	-1.486180e-07	7.686616e-08
6.890884999986876e-06	-1.486665e-07	7.680057e-08
6.901124999986725e-06	-1.487134e-07	7.673729e-08
6.911364999986574e-06	-1.487585e-07	7.667624e-08
6.921604999986423e-06	-1.488021e-07	7.661733e-08
6.931844999986272e-06	-1.488442e-07	7.656048e-08
6.942084999986121e-06	-1.488848e-07	7.650564e-08
6.952324999985970e-06	-1.489239e-07	7.645271e-08
6.962564999985819e-06	-1.489617e-07	7.640165e-08
6.972804999985668e-06	-1.489982e-07	7.635237e-08
6.983044999985517e-06	-1.490334e-07	7.630483e-08
6.993284999985366e-06	-1.490673e-07	7.625896e-08
7.001164999999998e-06	-1.477899e-07	7.501029e-08
7.001310714285712e-06	-1.440046e-07	7.148996e-08
7.001456428571426e-06	-1.391986e-07	6.698624e-08
7.001602142857140e-06	-1.333717e-07	6.149914e-08
7.001747857142854e-06	-1.265242e-07	5.502866e-08
7.001893571428569e-06	-1.186559e-07	4.757479e-08
7.002039285714283e-06	-1.097668e-07	3.913753e-08
7.002184999999997e-06	-9.985706e-08	2.971689e-08
7.002366428571423e-06	-9.082596e-08	2.099299e-08
7.002547857142848e-06	-8.271238e-08	1.313295e-08
7.002729285714274e-06	-7.551634e-08	6.136748e-09
7.002910714285701e-06	-6.923783e-08	4.400870e-12
7.003092142857127e-06	-6.387685e-08	-5.264096e-09
7.003273571428552e-06	-5.943340e-08	-9.668742e-09
7.003454999999978e-06	-5.590749e-08	-1.320954e-08
7.003464999999978e-06	-5.570961e-08	-1.340637e-08
7.003919285714257e-06	-4.917826e-08	-1.992828e-08
7.004373571428536e-06	-4.368677e-08	-2.539942e-08
7.004827857142815e-06	-3.923515e-08	-2.981979e-08
7.005282142857094e-06	-3.582339e-08	-3.318940e-08
7.005736428571373e-06	-3.345149e-08	-3.550823e-08
7.006190714285652e-06	-3.211946e-08	-3.677630e-08
7.006644999999931e-06	-3.182728e-08	-3.699360e-08
7.007652142857059e-06	-3.080765e-08	-3.780192e-08
7.008659285714187e-06	-2.997453e-08	-3.841840e-08
7.009666428571315e-06	-2.932792e-08	-3.884303e-08
7.010673571428443e-06	-2.886783e-08	-3.907582e-08
7.011680714285571e-06	-2.859425e-08	-3.911675e-08
7.012687857142699e-06	-2.850719e-08	-3.896584e-08
7.013694999999827e-06	-2.860664e-08	-3.862308e-08
7.013704999999827e-06	-2.860553e-08	-3.862185e-08
7.023944999999676e-06	-2.758577e-08	-3.728174e-08
7.034184999999525e-06	-2.661637e-08	-3.597366e-08
7.044424999999374e-06	-2.568109e-08	-3.471146e-08
7.054664999999223e-06	-2.477872e-08	-3.349353e-08
7.064904999999072e-06	-2.390808e-08	-3.231833e-08
7.075144999998921e-06	-2.306808e-08	-3.118436e-08
7.085384999998770e-06	-2.225762e-08	-3.009017e-08
7.095624999998619e-06	-2.147566e-08	-2.903437e-08
7.105864999998468e-06	-2.072120e-08	-2.801561e-08
7.116104999998317e-06	-1.999327e-08	-2.703259e-08
7.126344999998166e-06	-1.929094e-08	-2.608407e-08
7.136584999998015e-06	-1.861330e-08	-2.516882e-08
7.146824999997864e-06	-1.795949e-08	-2.428568e-08
7.157064999997713e-06	-1.732866e-08	-2.343353e-08
7.167304999997562e-06	-1.672000e-08	-2.261127e-08
7.177544999997411e-06	-1.613275e-08	-2.181787e-08
7.187784999997260e-06	-1.556613e-08	-2.105230e-08
7.198024999997109e-06	-1.501943e-08	-2.031360e-08
7.208264999996958e-06	-1.449194e-08	-1.960082e-08
7.218504999996807e-06	-1.398300e-08	-1.891304e-08
7.228744999996656e-06	-1.349193e-08	-1.824940e-08
7.238984999996505e-06	-1.301813e-08	-1.760904e-08
7.249224999996354e-06	-1.256097e-08	-1.699115e-08
7.259464999996203e-06	-1.211988e-08	-1.639495e-08
7.269704999996052e-06	-1.169428e-08	-1.581966e-08
7.279944999995901e-06	-1.128364e-08	-1.526456e-08
7.290184999995749e-06	-1.088743e-08	-1.472894e-08
7.300424999995598e-06	-1.050513e-08	-1.421211e-08
7.310664999995447e-06	-1.013627e-08	-1.371342e-08
7.320904999995296e-06	-9.780361e-09	-1.323223e-08
7.331144999995145e-06	-9.436958e-09	-1.276792e-08
7.341384999994994e-06	-9.105617e-09	-1.231991e-08
7.351624999994843e-06	-8.785915e-09	-1.188762e-08
7.361864999994692e-06	-8.477443e-09	-1.147049e-08
7.372104999994541e-06	-8.179805e-09	-1.106801e-08
7.382344999994390e-06	-7.892623e-09	-1.067965e-08
7.392584999994239e-06	-7.615526e-09	-1.030491e-08
7.402824999994088e-06	-7.348161e-09	-9.943330e-09
7.413064999993937e-06	-7.090186e-09	-9.594434e-09
7.423304999993786e-06	-6.841272e-09	-9.257782e-09
7.433544999993635e-06	-6.601099e-09	-8.932945e-09
7.443784999993484e-06	-6.369360e-09	-8.619507e-09
7.454024999993333e-06	-6.145759e-09	-8.317068e-09
7.464264999993182e-06	-5.930011e-09	-8.025241e-09
7.474504999993031e-06	-5.721838e-09	-7.743656e-09
7.484744999992880e-06	-5.520977e-09	-7.471954e-09
7.494984999992729e-06	-5.327167e-09	-7.209785e-09
7.505224999992578e-06	-5.140163e-09	-6.956816e-09
7.515464999992427e-06	-4.959726e-09	-6.712726e-09
7.525704999992276e-06	-4.785624e-09	-6.477202e-09
7.535944999992125e-06	-4.617635e-09	-6.249942e-09
7.546184999991974e-06	-4.455545e-09	-6.030658e-09
7.556424999991823e-06	-4.299146e-09	-5.819071e-09
7.566664999991672e-06	-4.148238e-09	-5.614907e-09
7.576904999991521e-06	-4.002628e-09	-5.417909e-09
7.587144999991370e-06	-3.862131e-09	-5.227824e-09
7.597384999991219e-06	-3.726566e-09	-5.044409e-09
7.607624999991068e-06	-3.595761e-09	-4.867433e-09
7.617864999990917e-06	-3.469548e-09	-4.696666e-09
7.628104999990766e-06	-3.347767e-09	-4.531893e-09
7.638344999991373e-06	-3.230260e-09	-4.372902e-09
7.648584999992089e-06	-3.116879e-09	-4.219491e-09
7.658824999992806e-06	-3.007479e-09	-4.071463e-09
7.669064999993522e-06	-2.901919e-09	-3.928631e-09
7.679304999994238e-06	-2.800064e-09	-3.790811e-09
7.689544999994955e-06	-2.701786e-09	-3.657828e-09
