time	V(n003)	V(n009)	I(R4)
1.340550031363211e-07	0.000000e+00	5.000000e-04	7.767312e-04
1.343608051765444e-07	0.000000e+00	5.000000e-04	7.755387e-04
1.347293562224656e-07	0.000000e+00	5.000000e-04	7.748604e-04
1.349810571401088e-07	0.000000e+00	5.000000e-04	7.750971e-04
1.352500669333864e-07	0.000000e+00	5.000000e-04	7.760060e-04
1.356036127116499e-07	0.000000e+00	5.000000e-04	7.775208e-04
1.359393260781086e-07	0.000000e+00	5.000000e-04	7.785254e-04
1.364437044921636e-07	0.000000e+00	5.000000e-04	7.786879e-04
1.367329235353783e-07	0.000000e+00	5.000000e-04	7.779649e-04
1.369879843504635e-07	0.000000e+00	5.000000e-04	7.768866e-04
1.373075004221960e-07	0.000000e+00	5.000000e-04	7.756590e-04
1.376485505031421e-07	0.000000e+00	5.000000e-04	7.749738e-04
1.379154009700159e-07	0.000000e+00	5.000000e-04	7.751341e-04
1.381897724154410e-07	0.000000e+00	5.000000e-04	7.759507e-04
1.385504797700529e-07	0.000000e+00	5.000000e-04	7.774007e-04
1.388823583369112e-07	0.000000e+00	5.000000e-04	7.783864e-04
1.393722319936896e-07	0.000000e+00	5.000000e-04	7.786666e-04
1.396458711825857e-07	0.000000e+00	5.000000e-04	7.780903e-04
1.398968827750448e-07	0.000000e+00	5.000000e-04	7.771109e-04
1.402264649890680e-07	0.000000e+00	5.000000e-04	7.758577e-04
1.405541766421464e-07	0.000000e+00	5.000000e-04	7.751235e-04
1.408414021642655e-07	0.000000e+00	5.000000e-04	7.751781e-04
1.411190609019896e-07	0.000000e+00	5.000000e-04	7.758809e-04
1.414447274191946e-07	0.000000e+00	5.000000e-04	7.771061e-04
1.417917372108862e-07	0.000000e+00	5.000000e-04	7.781980e-04
1.422322693218515e-07	0.000000e+00	5.000000e-04	7.787283e-04
1.424678240228819e-07	0.000000e+00	5.000000e-04	7.784223e-04
1.427181490306599e-07	0.000000e+00	5.000000e-04	7.775947e-04
1.430213797502398e-07	0.000000e+00	5.000000e-04	7.764306e-04
1.433416998453852e-07	0.000000e+00	5.000000e-04	7.755668e-04
1.438018083444894e-07	0.000000e+00	5.000000e-04	7.753923e-04
1.441328324882606e-07	0.000000e+00	5.000000e-04	7.760902e-04
1.444586969365623e-07	0.000000e+00	5.000000e-04	7.772361e-04
1.448201849235774e-07	0.000000e+00	5.000000e-04	7.782319e-04
1.452727203838772e-07	0.000000e+00	5.000000e-04	7.785392e-04
1.455360558629334e-07	0.000000e+00	5.000000e-04	7.780829e-04
1.457913688049849e-07	0.000000e+00	5.000000e-04	7.772167e-04
1.461355477043983e-07	0.000000e+00	5.000000e-04	7.760336e-04
1.464664021532507e-07	0.000000e+00	5.000000e-04	7.753404e-04
1.467734928504405e-07	0.000000e+00	5.000000e-04	7.753717e-04
1.470596764525072e-07	0.000000e+00	5.000000e-04	7.760126e-04
1.473926781016338e-07	0.000000e+00	5.000000e-04	7.771277e-04
1.477510330972745e-07	0.000000e+00	5.000000e-04	7.780957e-04
1.482107115938431e-07	0.000000e+00	5.000000e-04	7.784807e-04
1.484619910567399e-07	0.000000e+00	5.000000e-04	7.781173e-04
1.487179303210599e-07	0.000000e+00	5.000000e-04	7.773189e-04
1.490725199419646e-07	0.000000e+00	5.000000e-04	7.761518e-04
1.494002051075977e-07	0.000000e+00	5.000000e-04	7.754654e-04
1.497288745698492e-07	0.000000e+00	5.000000e-04	7.754585e-04
1.500207844524535e-07	0.000000e+00	5.000000e-04	7.760553e-04
1.503551731608031e-07	0.000000e+00	5.000000e-04	7.771082e-04
1.507200883033698e-07	0.000000e+00	5.000000e-04	7.780342e-04
1.511839643589909e-07	0.000000e+00	5.000000e-04	7.783823e-04
1.514410155979931e-07	0.000000e+00	5.000000e-04	7.780158e-04
1.517021465531752e-07	0.000000e+00	5.000000e-04	7.772380e-04
1.520628182701142e-07	0.000000e+00	5.000000e-04	7.761362e-04
1.524028435956116e-07	0.000000e+00	5.000000e-04	7.755118e-04
1.527238953548114e-07	0.000000e+00	5.000000e-04	7.755694e-04
1.530206822317753e-07	0.000000e+00	5.000000e-04	7.761916e-04
1.533682110309302e-07	0.000000e+00	5.000000e-04	7.772302e-04
1.537402658810510e-07	0.000000e+00	5.000000e-04	7.780364e-04
1.542455480933978e-07	0.000000e+00	5.000000e-04	7.781592e-04
1.545480028896769e-07	0.000000e+00	5.000000e-04	7.776069e-04
1.548353350825219e-07	0.000000e+00	5.000000e-04	7.767520e-04
1.551908641265855e-07	0.000000e+00	5.000000e-04	7.758958e-04
1.556046716384223e-07	0.000000e+00	5.000000e-04	7.755787e-04
1.558902639310750e-07	0.000000e+00	5.000000e-04	7.759385e-04
1.562014264746192e-07	0.000000e+00	5.000000e-04	7.767684e-04
1.565880632924890e-07	0.000000e+00	5.000000e-04	7.777623e-04
1.570079923245177e-07	0.000000e+00	5.000000e-04	7.782842e-04
1.572935600359502e-07	0.000000e+00	5.000000e-04	7.780819e-04
1.575647850757066e-07	0.000000e+00	5.000000e-04	7.774474e-04
1.578912079503684e-07	0.000000e+00	5.000000e-04	7.765230e-04
1.582450424861603e-07	0.000000e+00	5.000000e-04	7.758721e-04
1.587618463365536e-07	0.000000e+00	5.000000e-04	7.759165e-04
1.591396792494262e-07	0.000000e+00	5.000000e-04	7.766378e-04
1.595167302005299e-07	0.000000e+00	5.000000e-04	7.775860e-04
1.599160451183507e-07	0.000000e+00	5.000000e-04	7.781687e-04
1.602617152507223e-07	0.000000e+00	5.000000e-04	7.780374e-04
1.605468449151755e-07	0.000000e+00	5.000000e-04	7.774570e-04
1.608686478359339e-07	0.000000e+00	5.000000e-04	7.765984e-04
1.612296628178419e-07	0.000000e+00	5.000000e-04	7.759414e-04
1.617285247080722e-07	0.000000e+00	5.000000e-04	7.759202e-04
1.620933219051494e-07	0.000000e+00	5.000000e-04	7.765519e-04
1.624654574481767e-07	0.000000e+00	5.000000e-04	7.774535e-04
1.628689336927763e-07	0.000000e+00	5.000000e-04	7.780516e-04
1.632688446647451e-07	0.000000e+00	5.000000e-04	7.779392e-04
1.635724748724459e-07	0.000000e+00	5.000000e-04	7.773627e-04
1.639015914024072e-07	0.000000e+00	5.000000e-04	7.765417e-04
1.642714954533653e-07	0.000000e+00	5.000000e-04	7.759418e-04
1.647472678621359e-07	0.000000e+00	5.000000e-04	7.759898e-04
1.651136902341529e-07	0.000000e+00	5.000000e-04	7.766243e-04
1.655001599685613e-07	0.000000e+00	5.000000e-04	7.774956e-04
1.659108828863763e-07	0.000000e+00	5.000000e-04	7.780293e-04
1.662726948892124e-07	0.000000e+00	5.000000e-04	7.778913e-04
1.665713287528155e-07	0.000000e+00	5.000000e-04	7.773337e-04
1.669130884179411e-07	0.000000e+00	5.000000e-04	7.765318e-04
1.672904501453025e-07	0.000000e+00	5.000000e-04	7.759675e-04
1.677441913571471e-07	0.000000e+00	5.000000e-04	7.760326e-04
1.681052499526262e-07	0.000000e+00	5.000000e-04	7.766356e-04
1.684989274299333e-07	0.000000e+00	5.000000e-04	7.774721e-04
1.689161507093992e-07	0.000000e+00	5.000000e-04	7.779736e-04
1.692758585189292e-07	0.000000e+00	5.000000e-04	7.778285e-04
1.695789725965240e-07	0.000000e+00	5.000000e-04	7.772836e-04
1.699323818007751e-07	0.000000e+00	5.000000e-04	7.765081e-04
1.703184804940954e-07	0.000000e+00	5.000000e-04	7.759857e-04
1.707431676627682e-07	0.000000e+00	5.000000e-04	7.760744e-04
1.710984365326809e-07	0.000000e+00	5.000000e-04	7.766521e-04
1.715017876294885e-07	0.000000e+00	5.000000e-04	7.774576e-04
1.719260656679034e-07	0.000000e+00	5.000000e-04	7.779236e-04
1.722787504162484e-07	0.000000e+00	5.000000e-04	7.777703e-04
1.725853088056083e-07	0.000000e+00	5.000000e-04	7.772383e-04
1.729516940537633e-07	0.000000e+00	5.000000e-04	7.764882e-04
1.733471222165508e-07	0.000000e+00	5.000000e-04	7.760091e-04
1.737457923782352e-07	0.000000e+00	5.000000e-04	7.761204e-04
1.740971634692212e-07	0.000000e+00	5.000000e-04	7.766783e-04
1.745125210743390e-07	0.000000e+00	5.000000e-04	7.774536e-04
1.749451879863410e-07	0.000000e+00	5.000000e-04	7.778762e-04
1.752891694324655e-07	0.000000e+00	5.000000e-04	7.777073e-04
1.756000300095370e-07	0.000000e+00	5.000000e-04	7.771822e-04
1.759830770934034e-07	0.000000e+00	5.000000e-04	7.764566e-04
1.763893342132814e-07	0.000000e+00	5.000000e-04	7.760301e-04
1.767544489492265e-07	0.000000e+00	5.000000e-04	7.761667e-04
1.771007185479882e-07	0.000000e+00	5.000000e-04	7.767048e-04
1.775647241849323e-07	0.000000e+00	5.000000e-04	7.774963e-04
1.779958455107207e-07	0.000000e+00	5.000000e-04	7.778259e-04
1.783412460369714e-07	0.000000e+00	5.000000e-04	7.775971e-04
1.786644985252736e-07	0.000000e+00	5.000000e-04	7.770561e-04
1.791092160465519e-07	0.000000e+00	5.000000e-04	7.763289e-04
1.795260203795971e-07	0.000000e+00	5.000000e-04	7.760706e-04
1.798769717845983e-07	0.000000e+00	5.000000e-04	7.763450e-04
1.802427018090601e-07	0.000000e+00	5.000000e-04	7.769531e-04
1.806945384688439e-07	0.000000e+00	5.000000e-04	7.775743e-04
1.812007975642858e-07	0.000000e+00	5.000000e-04	7.776887e-04
1.815141692757022e-07	0.000000e+00	5.000000e-04	7.773432e-04
1.818573980390712e-07	0.000000e+00	5.000000e-04	7.767442e-04
1.822855304532492e-07	0.000000e+00	5.000000e-04	7.762623e-04
1.828505917361816e-07	0.000000e+00	5.000000e-04	7.763680e-04
1.832731845659192e-07	0.000000e+00	5.000000e-04	7.769099e-04
1.837784818819934e-07	0.000000e+00	5.000000e-04	7.775658e-04
1.842390387111618e-07	0.000000e+00	5.000000e-04	7.776687e-04
1.845697454124904e-07	0.000000e+00	5.000000e-04	7.773201e-04
1.849273939395746e-07	0.000000e+00	5.000000e-04	7.767365e-04
1.853633706828012e-07	0.000000e+00	5.000000e-04	7.762924e-04
1.859459705858381e-07	0.000000e+00	5.000000e-04	7.764383e-04
1.863845729657701e-07	0.000000e+00	5.000000e-04	7.769814e-04
1.868937044386577e-07	0.000000e+00	5.000000e-04	7.775561e-04
1.873824991589375e-07	0.000000e+00	5.000000e-04	7.775704e-04
1.877125689671840e-07	0.000000e+00	5.000000e-04	7.771942e-04
1.880910319215182e-07	0.000000e+00	5.000000e-04	7.766174e-04
1.885328963485341e-07	0.000000e+00	5.000000e-04	7.762407e-04
1.889722619766962e-07	0.000000e+00	5.000000e-04	7.763930e-04
1.893657283018045e-07	0.000000e+00	5.000000e-04	7.768903e-04
1.898671294823981e-07	0.000000e+00	5.000000e-04	7.774805e-04
1.903579749227540e-07	0.000000e+00	5.000000e-04	7.775780e-04
1.907026089733310e-07	0.000000e+00	5.000000e-04	7.772484e-04
1.910792178495289e-07	0.000000e+00	5.000000e-04	7.767055e-04
1.915334068637987e-07	0.000000e+00	5.000000e-04	7.763203e-04
1.920608115652296e-07	0.000000e+00	5.000000e-04	7.764823e-04
1.924908593250621e-07	0.000000e+00	5.000000e-04	7.769806e-04
1.930097190416973e-07	0.000000e+00	5.000000e-04	7.774890e-04
1.935283451021310e-07	0.000000e+00	5.000000e-04	7.774652e-04
1.938779939706059e-07	0.000000e+00	5.000000e-04	7.770907e-04
1.942887996763546e-07	0.000000e+00	5.000000e-04	7.765587e-04
1.947517252143898e-07	0.000000e+00	5.000000e-04	7.762906e-04
1.951458612197514e-07	0.000000e+00	5.000000e-04	7.764952e-04
1.955465309174878e-07	0.000000e+00	5.000000e-04	7.769850e-04
1.960486333841226e-07	0.000000e+00	5.000000e-04	7.774449e-04
1.966151881869787e-07	0.000000e+00	5.000000e-04	7.773950e-04
1.970001888899891e-07	0.000000e+00	5.000000e-04	7.770005e-04
1.974416791417200e-07	0.000000e+00	5.000000e-04	7.765028e-04
1.979216558012349e-07	0.000000e+00	5.000000e-04	7.763437e-04
1.983082328397476e-07	0.000000e+00	5.000000e-04	7.766162e-04
1.987321427697308e-07	0.000000e+00	5.000000e-04	7.771223e-04
1.992327835642744e-07	0.000000e+00	5.000000e-04	7.776301e-04
1.992951238989742e-07	0.000000e+00	5.000000e-04	7.776562e-04
1.994198045683737e-07	0.000000e+00	5.000000e-04	7.776233e-04
1.996791659071729e-07	0.000000e+00	5.000000e-04	7.774575e-04
1.997391659071729e-07	0.000000e+00	5.000000e-04	7.773843e-04
1.998400000000000e-07	0.000000e+00	5.000000e-04	7.772485e-04
1.999300091139257e-07	0.000000e+00	5.000000e-04	7.771133e-04
2.000000000000000e-07	0.000000e+00	5.000000e-04	7.770032e-04
2.000010000000000e-07	2.500000e-05	5.000000e-04	7.770016e-04
2.000030000000000e-07	7.500000e-05	5.000000e-04	7.769984e-04
2.000100000000000e-07	2.500000e-04	5.000000e-04	7.769873e-04
2.000104000000000e-07	2.500000e-04	4.800000e-04	7.769866e-04
2.000112000000000e-07	2.500000e-04	4.400000e-04	7.769854e-04
2.000128000000000e-07	2.500000e-04	3.600000e-04	7.769829e-04
2.000200000000000e-07	2.500000e-04	7.564479e-16	7.769715e-04
2.000204000000000e-07	2.500000e-04	0.000000e+00	7.769708e-04
2.000212000000000e-07	2.500000e-04	0.000000e+00	7.769696e-04
2.000228000000000e-07	2.500000e-04	0.000000e+00	7.769670e-04
2.000260000000000e-07	2.500000e-04	0.000000e+00	7.769620e-04
2.000324000000000e-07	2.500000e-04	0.000000e+00	7.769519e-04
