time	V(n002)	V(n004)	V(n006)
8.357617187500006e-007	2.500000e-004	1.784989e-002	5.000000e-004
8.982617187500021e-007	2.500000e-004	1.784981e-002	5.000000e-004
9.050000000000000e-007	2.500000e-004	1.784981e-002	5.000000e-004
9.050976562500000e-007	2.451172e-004	1.785001e-002	5.000000e-004
9.052929687500000e-007	2.353516e-004	1.785161e-002	5.000000e-004
9.056835937500000e-007	2.158203e-004	1.787641e-002	5.000000e-004
9.064648437500000e-007	1.767578e-004	1.815621e-002	5.000000e-004
9.074414062500000e-007	1.279297e-004	1.919249e-002	5.000000e-004
9.084179687500001e-007	7.910156e-005	2.113698e-002	5.000000e-004
9.090234374999998e-007	4.882813e-005	2.278569e-002	5.000000e-004
9.100000000000000e-007	0.000000e+000	2.600733e-002	5.000000e-004
9.102929687499999e-007	0.000000e+000	2.708719e-002	5.000000e-004
9.106835937499999e-007	0.000000e+000	2.855590e-002	5.000000e-004
9.114648437500000e-007	0.000000e+000	3.138702e-002	5.000000e-004
9.124414062500000e-007	0.000000e+000	3.434165e-002	5.000000e-004
9.134179687500000e-007	0.000000e+000	3.635930e-002	5.000000e-004
9.143945312500000e-007	0.000000e+000	3.740584e-002	5.000000e-004
9.153710937500001e-007	0.000000e+000	3.764732e-002	5.000000e-004
9.163476562500001e-007	0.000000e+000	3.734565e-002	5.000000e-004
9.173242187500001e-007	0.000000e+000	3.676831e-002	5.000000e-004
9.183007812500001e-007	0.000000e+000	3.613405e-002	5.000000e-004
9.192773437500001e-007	0.000000e+000	3.558924e-002	5.000000e-004
9.202539062500002e-007	0.000000e+000	3.520628e-002	5.000000e-004
9.212304687500002e-007	0.000000e+000	3.499822e-002	5.000000e-004
9.222070312500002e-007	0.000000e+000	3.493876e-002	5.000000e-004
9.231835937500002e-007	0.000000e+000	3.498254e-002	5.000000e-004
9.241601562500003e-007	0.000000e+000	3.508141e-002	5.000000e-004
9.251367187500003e-007	0.000000e+000	3.519483e-002	5.000000e-004
9.270898437500003e-007	0.000000e+000	3.536734e-002	5.000000e-004
9.290429687500004e-007	0.000000e+000	3.542203e-002	5.000000e-004
9.309960937500004e-007	0.000000e+000	3.539938e-002	5.000000e-004
9.323911830357148e-007	0.000000e+000	3.537419e-002	5.000000e-004
9.337862723214290e-007	0.000000e+000	3.535501e-002	5.000000e-004
9.351813616071434e-007	0.000000e+000	3.534183e-002	5.000000e-004
9.365764508928577e-007	0.000000e+000	3.533466e-002	5.000000e-004
9.379715401785721e-007	0.000000e+000	3.533349e-002	5.000000e-004
9.393666294642863e-007	0.000000e+000	3.533832e-002	5.000000e-004
9.407617187500007e-007	0.000000e+000	3.534916e-002	5.000000e-004
9.990234375000000e-007	0.000000e+000	3.534909e-002	5.000000e-004
1.000000000000000e-006	0.000000e+000	3.534909e-002	5.000000e-004
