Forward Current,Luminous Intensity
0.0,0.0
0.0,2.8025477707006368
0.0,1.4012738853503184
0.043316831683168314,4.203821656050955
0.043316831683168314,5.6050955414012735
0.08663366336633663,8.40764331210191
0.08663366336633663,7.006369426751592
0.12995049504950495,9.808917197452228
0.12995049504950495,8.40764331210191
0.17326732673267325,11.210191082802547
0.17326732673267325,9.808917197452228
0.21658415841584155,14.012738853503183
0.21658415841584155,12.611464968152866
0.2599009900990099,14.012738853503183
0.2599009900990099,15.414012738853502
0.2599009900990099,0.0
0.3032178217821782,15.414012738853502
0.3032178217821782,2.8025477707006368
0.3032178217821782,1.4012738853503184
0.3032178217821782,16.81528662420382
0.3465346534653465,4.203821656050955
0.3465346534653465,19.617834394904456
0.3465346534653465,18.21656050955414
0.3465346534653465,2.8025477707006368
0.3898514851485148,21.019108280254777
0.3898514851485148,4.203821656050955
0.3898514851485148,19.617834394904456
0.3898514851485148,5.6050955414012735
0.4331683168316831,22.420382165605094
0.4331683168316831,23.82165605095541
0.4331683168316831,7.006369426751592
0.4331683168316831,8.40764331210191
0.47648514851485146,23.82165605095541
0.47648514851485146,9.808917197452228
0.47648514851485146,8.40764331210191
0.47648514851485146,25.222929936305732
0.5198019801980198,26.62420382165605
0.5198019801980198,25.222929936305732
0.5198019801980198,12.611464968152866
0.5198019801980198,11.210191082802547
0.5631188118811881,28.025477707006367
0.5631188118811881,29.426751592356688
0.5631188118811881,12.611464968152866
0.5631188118811881,14.012738853503183
0.6064356435643564,29.426751592356688
0.6064356435643564,30.828025477707005
0.6064356435643564,14.012738853503183
0.6064356435643564,15.414012738853502
0.6497524752475247,32.22929936305732
0.6497524752475247,33.63057324840764
0.6497524752475247,18.21656050955414
0.6497524752475247,16.81528662420382
0.693069306930693,35.03184713375796
0.693069306930693,33.63057324840764
0.693069306930693,19.617834394904456
0.693069306930693,18.21656050955414
0.7363861386138614,21.019108280254777
0.7363861386138614,36.43312101910828
0.7363861386138614,35.03184713375796
0.7363861386138614,22.420382165605094
0.7797029702970296,22.420382165605094
0.7797029702970296,39.23566878980891
0.7797029702970296,23.82165605095541
0.7797029702970296,37.8343949044586
0.823019801980198,39.23566878980891
