Time(s),CH1(V),CH3(V)
2.2022E-06,-2.917593E+00,0.000000E+00
2.2025E-06,-2.917593E+00,0.000000E+00
2.2027E-06,-3.142023E+00,0.000000E+00
2.2030E-06,-3.142023E+00,-8.696000E-04
2.2032E-06,-3.142023E+00,-8.696000E-04
2.2035E-06,-2.693162E+00,-8.696000E-04
2.2037E-06,-2.917593E+00,-8.696000E-04
2.2040E-06,-3.142023E+00,-8.696000E-04
2.2042E-06,-2.917593E+00,-8.696000E-04
2.2045E-06,-2.917593E+00,-8.696000E-04
2.2047E-06,-2.917593E+00,-8.696000E-04
2.2050E-06,-2.917593E+00,-1.739200E-03
2.2052E-06,-2.917593E+00,-1.739200E-03
2.2055E-06,-2.917593E+00,-2.608800E-03
2.2057E-06,-3.142023E+00,-2.608800E-03
2.2060E-06,-3.142023E+00,-1.739200E-03
2.2062E-06,-3.142023E+00,-2.608800E-03
2.2065E-06,-3.142023E+00,-2.608800E-03
2.2067E-06,-2.917593E+00,-2.608800E-03
2.2070E-06,-2.917593E+00,-2.608800E-03
2.2072E-06,-3.142023E+00,-1.739200E-03
2.2075E-06,-3.142023E+00,-1.739200E-03
2.2077E-06,-3.142023E+00,-1.739200E-03
2.2080E-06,-3.142023E+00,-1.739200E-03
2.2082E-06,-2.917593E+00,-2.608800E-03
2.2085E-06,-2.917593E+00,-2.608800E-03
2.2087E-06,-2.917593E+00,-2.608800E-03
2.2090E-06,-2.917593E+00,-3.478400E-03
2.2092E-06,-3.142023E+00,-2.608800E-03
2.2095E-06,-3.142023E+00,-2.608800E-03
2.2097E-06,-2.917593E+00,-2.608800E-03
2.2100E-06,-3.142023E+00,-2.608800E-03
2.2102E-06,-3.142023E+00,-2.608800E-03
2.2105E-06,-2.917593E+00,-2.608800E-03
2.2107E-06,-3.142023E+00,-2.608800E-03
2.2110E-06,-2.917593E+00,-2.608800E-03
2.2112E-06,-2.693162E+00,-2.608800E-03
2.2115E-06,-3.142023E+00,-2.608800E-03
2.2117E-06,-3.142023E+00,-3.478400E-03
2.2120E-06,-2.917593E+00,-2.608800E-03
2.2122E-06,-2.917593E+00,-2.608800E-03
2.2125E-06,-2.917593E+00,-3.478400E-03
2.2127E-06,-2.917593E+00,-4.348000E-03
2.2130E-06,-3.142023E+00,-3.478400E-03
2.2132E-06,-2.917593E+00,-3.478400E-03
2.2135E-06,-2.917593E+00,-4.348000E-03
2.2137E-06,-2.917593E+00,-3.478400E-03
2.2140E-06,-2.917593E+00,-3.478400E-03
2.2142E-06,-2.917593E+00,-3.478400E-03
2.2145E-06,-2.917593E+00,-3.478400E-03
2.2147E-06,-2.917593E+00,-4.348000E-03
2.2150E-06,-2.917593E+00,-5.217600E-03
2.2152E-06,-2.917593E+00,-4.348000E-03
2.2155E-06,-3.142023E+00,-4.348000E-03
2.2157E-06,-3.142023E+00,-4.348000E-03
2.2160E-06,-3.142023E+00,-4.348000E-03
2.2162E-06,-2.917593E+00,-4.348000E-03
2.2165E-06,-2.917593E+00,-4.348000E-03
2.2167E-06,-2.693162E+00,-4.348000E-03
2.2170E-06,-2.693162E+00,-5.217600E-03
2.2172E-06,-3.142023E+00,-5.217600E-03
2.2175E-06,-3.142023E+00,-4.348000E-03
2.2177E-06,-3.142023E+00,-4.348000E-03
2.2180E-06,-3.142023E+00,-3.478400E-03
2.2182E-06,-2.917593E+00,-4.348000E-03
2.2185E-06,-3.142023E+00,-4.348000E-03
2.2187E-06,-2.917593E+00,-4.348000E-03
2.2190E-06,-3.142023E+00,-4.348000E-03
2.2192E-06,-2.917593E+00,-4.348000E-03
2.2195E-06,-2.693162E+00,-4.348000E-03
2.2197E-06,-2.917593E+00,-4.348000E-03
2.2200E-06,-2.693162E+00,-4.348000E-03
2.2202E-06,-2.693162E+00,-5.217600E-03
2.2205E-06,-2.693162E+00,-5.217600E-03
2.2207E-06,-2.468732E+00,-5.217600E-03
2.2210E-06,-2.468732E+00,-4.348000E-03
2.2212E-06,-2.693162E+00,-3.478400E-03
2.2215E-06,-2.468732E+00,-3.478400E-03
2.2217E-06,-2.468732E+00,-4.348000E-03
2.2220E-06,-2.693162E+00,-4.348000E-03
2.2222E-06,-2.468732E+00,-4.348000E-03
2.2225E-06,-2.244302E+00,-4.348000E-03
2.2227E-06,-2.468732E+00,-4.348000E-03
2.2230E-06,-2.468732E+00,-4.348000E-03
2.2232E-06,-2.244302E+00,-4.348000E-03
2.2235E-06,-2.244302E+00,-4.348000E-03
2.2237E-06,-2.468732E+00,-4.348000E-03
2.2240E-06,-2.468732E+00,-3.478400E-03
2.2242E-06,-2.244302E+00,-2.608800E-03
2.2245E-06,-2.019872E+00,-2.608800E-03
2.2247E-06,-2.019872E+00,-3.478400E-03
2.2250E-06,-2.019872E+00,-4.348000E-03
2.2252E-06,-2.019872E+00,-4.348000E-03
2.2255E-06,-2.019872E+00,-3.478400E-03
2.2257E-06,-1.571011E+00,-2.608800E-03
2.2260E-06,-1.795442E+00,-3.478400E-03
2.2262E-06,-1.795442E+00,-4.348000E-03
2.2265E-06,-1.795442E+00,-5.217600E-03
2.2267E-06,-1.571011E+00,-4.348000E-03
2.2270E-06,-1.571011E+00,-3.478400E-03
2.2272E-06,-1.571011E+00,-4.348000E-03
2.2275E-06,-1.346581E+00,-3.478400E-03
2.2277E-06,-1.346581E+00,-3.478400E-03
2.2280E-06,-1.122151E+00,-3.478400E-03
2.2282E-06,-1.122151E+00,-2.608800E-03
2.2285E-06,-1.346581E+00,-2.608800E-03
2.2287E-06,-1.571011E+00,-2.608800E-03
2.2290E-06,-1.346581E+00,-2.608800E-03
2.2292E-06,-1.346581E+00,-3.478400E-03
2.2295E-06,-1.122151E+00,-3.478400E-03
2.2297E-06,-1.122151E+00,-2.608800E-03
2.2300E-06,-1.346581E+00,-3.478400E-03
2.2302E-06,-1.346581E+00,-3.478400E-03
2.2305E-06,-1.122151E+00,-4.348000E-03
2.2307E-06,-8.977208E-01,-4.348000E-03
2.2310E-06,-1.122151E+00,-3.478400E-03
2.2312E-06,-8.977208E-01,-2.608800E-03
2.2315E-06,-6.732906E-01,-3.478400E-03
2.2317E-06,-8.977208E-01,-3.478400E-03
2.2320E-06,-6.732906E-01,-2.608800E-03
2.2322E-06,-6.732906E-01,-2.608800E-03
2.2325E-06,-8.977208E-01,-2.608800E-03
2.2327E-06,-6.732906E-01,-3.478400E-03
2.2330E-06,-6.732906E-01,-2.608800E-03
2.2332E-06,-4.488604E-01,-8.696000E-04
2.2335E-06,-4.488604E-01,-8.696000E-04
2.2337E-06,-2.244302E-01,-1.739200E-03
2.2340E-06,-2.244302E-01,-1.739200E-03
2.2342E-06,-4.488604E-01,-1.739200E-03
2.2345E-06,-6.732906E-01,-1.739200E-03
2.2347E-06,-2.244302E-01,-1.739200E-03
2.2350E-06,0.000000E+00,-2.608800E-03
2.2352E-06,0.000000E+00,-2.608800E-03
2.2355E-06,0.000000E+00,-1.739200E-03
2.2357E-06,0.000000E+00,-1.739200E-03
2.2360E-06,0.000000E+00,-1.739200E-03
2.2362E-06,0.000000E+00,-1.739200E-03
2.2365E-06,2.244302E-01,-1.739200E-03
2.2367E-06,2.244302E-01,-8.696000E-04
2.2370E-06,0.000000E+00,-8.696000E-04
2.2372E-06,2.244302E-01,-8.696000E-04
2.2375E-06,2.244302E-01,-8.696000E-04
2.2377E-06,0.000000E+00,-8.696000E-04
2.2380E-06,0.000000E+00,-1.739200E-03
2.2382E-06,2.244302E-01,-1.739200E-03
2.2385E-06,4.488604E-01,-1.739200E-03
2.2387E-06,6.732906E-01,-8.696000E-04
2.2390E-06,6.732906E-01,-1.739200E-03
2.2392E-06,4.488604E-01,-1.739200E-03
2.2395E-06,4.488604E-01,-1.739200E-03
2.2397E-06,4.488604E-01,-1.739200E-03
2.2400E-06,6.732906E-01,-1.739200E-03
2.2402E-06,6.732906E-01,-1.739200E-03
2.2405E-06,6.732906E-01,-1.739200E-03
2.2407E-06,6.732906E-01,-1.739200E-03
2.2410E-06,8.977208E-01,-1.739200E-03
2.2412E-06,1.122151E+00,-1.739200E-03
2.2415E-06,1.122151E+00,-1.739200E-03
2.2417E-06,8.977208E-01,-8.696000E-04
2.2420E-06,1.122151E+00,-8.696000E-04
2.2422E-06,1.122151E+00,-8.696000E-04
2.2425E-06,8.977208E-01,0.000000E+00
2.2427E-06,8.977208E-01,0.000000E+00
2.2430E-06,8.977208E-01,0.000000E+00
2.2432E-06,1.122151E+00,8.696000E-04
2.2435E-06,8.977208E-01,8.696000E-04
2.2437E-06,1.122151E+00,8.696000E-04
2.2440E-06,1.122151E+00,0.000000E+00
2.2442E-06,1.122151E+00,0.000000E+00
2.2445E-06,1.122151E+00,0.000000E+00
2.2447E-06,1.346581E+00,-8.696000E-04
2.2450E-06,8.977208E-01,0.000000E+00
2.2452E-06,1.122151E+00,0.000000E+00
2.2455E-06,1.346581E+00,0.000000E+00
2.2457E-06,1.346581E+00,0.000000E+00
2.2460E-06,1.571011E+00,8.696000E-04
2.2462E-06,1.571011E+00,8.696000E-04
2.2465E-06,1.346581E+00,0.000000E+00
2.2467E-06,1.346581E+00,0.000000E+00
2.2470E-06,1.571011E+00,8.696000E-04
2.2472E-06,1.571011E+00,0.000000E+00
2.2475E-06,1.571011E+00,0.000000E+00
2.2477E-06,1.571011E+00,0.000000E+00
2.2480E-06,1.346581E+00,1.739200E-03
2.2482E-06,1.571011E+00,8.696000E-04
2.2485E-06,1.795442E+00,8.696000E-04
2.2487E-06,1.795442E+00,1.739200E-03
2.2490E-06,1.346581E+00,1.739200E-03
2.2492E-06,1.346581E+00,1.739200E-03
2.2495E-06,1.571011E+00,1.739200E-03
2.2497E-06,1.795442E+00,1.739200E-03
2.2500E-06,1.795442E+00,1.739200E-03
2.2502E-06,2.019872E+00,8.696000E-04
2.2505E-06,1.795442E+00,0.000000E+00
2.2507E-06,1.571011E+00,8.696000E-04
2.2510E-06,1.571011E+00,8.696000E-04
2.2512E-06,1.571011E+00,0.000000E+00
2.2515E-06,1.795442E+00,8.696000E-04
2.2517E-06,1.795442E+00,8.696000E-04
2.2520E-06,2.019872E+00,8.696000E-04
2.2522E-06,2.019872E+00,8.696000E-04
2.2525E-06,2.019872E+00,0.000000E+00
2.2527E-06,2.019872E+00,8.696000E-04
2.2530E-06,2.019872E+00,8.696000E-04
2.2532E-06,2.019872E+00,8.696000E-04
2.2535E-06,2.019872E+00,8.696000E-04
2.2537E-06,2.019872E+00,1.739200E-03
2.2540E-06,2.019872E+00,1.739200E-03
2.2542E-06,2.019872E+00,8.696000E-04
2.2545E-06,2.019872E+00,8.696000E-04
2.2547E-06,2.019872E+00,8.696000E-04
2.2550E-06,2.468732E+00,0.000000E+00
2.2552E-06,2.244302E+00,8.696000E-04
2.2555E-06,2.019872E+00,8.696000E-04
2.2557E-06,2.244302E+00,8.696000E-04
2.2560E-06,2.244302E+00,1.739200E-03
2.2562E-06,2.244302E+00,1.739200E-03
2.2565E-06,2.244302E+00,8.696000E-04
2.2567E-06,2.244302E+00,8.696000E-04
2.2570E-06,2.244302E+00,8.696000E-04
2.2572E-06,2.244302E+00,1.739200E-03
2.2575E-06,2.244302E+00,1.739200E-03
2.2577E-06,2.244302E+00,8.696000E-04
2.2580E-06,2.244302E+00,1.739200E-03
2.2582E-06,2.244302E+00,1.739200E-03
2.2585E-06,2.244302E+00,1.739200E-03
2.2587E-06,2.468732E+00,1.739200E-03
2.2590E-06,2.468732E+00,1.739200E-03
2.2592E-06,2.244302E+00,1.739200E-03
2.2595E-06,2.244302E+00,1.739200E-03
2.2597E-06,2.468732E+00,2.608800E-03
2.2600E-06,2.468732E+00,1.739200E-03
2.2602E-06,2.468732E+00,8.696000E-04
2.2605E-06,2.468732E+00,1.739200E-03
2.2607E-06,2.468732E+00,1.739200E-03
2.2610E-06,2.468732E+00,1.739200E-03
2.2612E-06,2.468732E+00,1.739200E-03
2.2615E-06,2.468732E+00,1.739200E-03
2.2617E-06,2.468732E+00,1.739200E-03
2.2620E-06,2.468732E+00,2.608800E-03
2.2622E-06,2.244302E+00,1.739200E-03
2.2625E-06,2.244302E+00,8.696000E-04
2.2627E-06,2.468732E+00,8.696000E-04
2.2630E-06,2.693162E+00,1.739200E-03
2.2632E-06,2.244302E+00,1.739200E-03
2.2635E-06,2.468732E+00,1.739200E-03
2.2637E-06,2.468732E+00,1.739200E-03
2.2640E-06,2.468732E+00,1.739200E-03
2.2642E-06,2.468732E+00,1.739200E-03
2.2645E-06,2.468732E+00,1.739200E-03
2.2647E-06,2.468732E+00,2.608800E-03
2.2650E-06,2.468732E+00,2.608800E-03
2.2652E-06,2.693162E+00,1.739200E-03
2.2655E-06,2.693162E+00,8.696000E-04
2.2657E-06,2.693162E+00,0.000000E+00
2.2660E-06,2.693162E+00,8.696000E-04
2.2662E-06,2.693162E+00,1.739200E-03
2.2665E-06,2.244302E+00,1.739200E-03
2.2667E-06,2.244302E+00,1.739200E-03
2.2670E-06,2.468732E+00,1.739200E-03
2.2672E-06,2.693162E+00,1.739200E-03
2.2675E-06,2.693162E+00,2.608800E-03
2.2677E-06,2.693162E+00,1.739200E-03
2.2680E-06,2.693162E+00,8.696000E-04
2.2682E-06,2.468732E+00,1.739200E-03
2.2685E-06,2.468732E+00,2.608800E-03
2.2687E-06,2.693162E+00,1.739200E-03
2.2690E-06,2.693162E+00,1.739200E-03
2.2692E-06,2.468732E+00,2.608800E-03
2.2695E-06,2.468732E+00,1.739200E-03
2.2697E-06,2.468732E+00,1.739200E-03
2.2700E-06,2.468732E+00,1.739200E-03
2.2702E-06,2.468732E+00,1.739200E-03
2.2705E-06,2.468732E+00,2.608800E-03
2.2707E-06,2.693162E+00,3.478400E-03
2.2710E-06,2.693162E+00,2.608800E-03
2.2712E-06,2.468732E+00,1.739200E-03
2.2715E-06,2.693162E+00,1.739200E-03
2.2717E-06,2.468732E+00,2.608800E-03
2.2720E-06,2.468732E+00,2.608800E-03
2.2722E-06,2.693162E+00,1.739200E-03
2.2725E-06,2.468732E+00,2.608800E-03
2.2727E-06,2.244302E+00,2.608800E-03
2.2730E-06,2.693162E+00,1.739200E-03
2.2732E-06,2.917593E+00,1.739200E-03
2.2735E-06,2.693162E+00,2.608800E-03
2.2737E-06,2.693162E+00,2.608800E-03
2.2740E-06,2.693162E+00,2.608800E-03
2.2742E-06,2.693162E+00,2.608800E-03
2.2745E-06,2.693162E+00,2.608800E-03
2.2747E-06,2.693162E+00,2.608800E-03
2.2750E-06,2.693162E+00,2.608800E-03
2.2752E-06,2.693162E+00,2.608800E-03
2.2755E-06,2.693162E+00,1.739200E-03
2.2757E-06,2.693162E+00,2.608800E-03
2.2760E-06,2.693162E+00,2.608800E-03
2.2762E-06,2.693162E+00,2.608800E-03
2.2765E-06,2.693162E+00,1.739200E-03
2.2767E-06,2.693162E+00,2.608800E-03
2.2770E-06,2.693162E+00,2.608800E-03
2.2772E-06,2.468732E+00,2.608800E-03
2.2775E-06,2.468732E+00,2.608800E-03
2.2777E-06,2.468732E+00,1.739200E-03
2.2780E-06,2.468732E+00,2.608800E-03
2.2782E-06,2.244302E+00,2.608800E-03
2.2785E-06,2.468732E+00,2.608800E-03
2.2787E-06,2.693162E+00,2.608800E-03
2.2790E-06,2.693162E+00,2.608800E-03
2.2792E-06,2.693162E+00,2.608800E-03
2.2795E-06,2.468732E+00,2.608800E-03
2.2797E-06,2.693162E+00,1.739200E-03
2.2800E-06,2.917593E+00,2.608800E-03
2.2802E-06,2.693162E+00,3.478400E-03
2.2805E-06,2.693162E+00,2.608800E-03
2.2807E-06,2.693162E+00,3.478400E-03
2.2810E-06,2.693162E+00,3.478400E-03
2.2812E-06,2.693162E+00,3.478400E-03
2.2815E-06,2.693162E+00,2.608800E-03
2.2817E-06,2.693162E+00,2.608800E-03
2.2820E-06,2.693162E+00,2.608800E-03
2.2822E-06,2.693162E+00,2.608800E-03
2.2825E-06,2.917593E+00,1.739200E-03
2.2827E-06,2.693162E+00,1.739200E-03
2.2830E-06,2.693162E+00,1.739200E-03
2.2832E-06,2.693162E+00,2.608800E-03
2.2835E-06,2.693162E+00,3.478400E-03
2.2837E-06,2.468732E+00,3.478400E-03
2.2840E-06,2.693162E+00,2.608800E-03
2.2842E-06,2.693162E+00,2.608800E-03
2.2845E-06,2.693162E+00,2.608800E-03
2.2847E-06,2.468732E+00,2.608800E-03
2.2850E-06,2.693162E+00,3.478400E-03
2.2852E-06,2.693162E+00,2.608800E-03
2.2855E-06,2.693162E+00,3.478400E-03
2.2857E-06,2.468732E+00,3.478400E-03
2.2860E-06,2.693162E+00,2.608800E-03
2.2862E-06,2.917593E+00,2.608800E-03
2.2865E-06,2.693162E+00,2.608800E-03
2.2867E-06,2.693162E+00,3.478400E-03
2.2870E-06,2.693162E+00,2.608800E-03
2.2872E-06,2.693162E+00,2.608800E-03
2.2875E-06,2.693162E+00,3.478400E-03
2.2877E-06,2.693162E+00,2.608800E-03
2.2880E-06,2.693162E+00,2.608800E-03
2.2882E-06,2.693162E+00,2.608800E-03
2.2885E-06,2.468732E+00,1.739200E-03
2.2887E-06,2.693162E+00,2.608800E-03
2.2890E-06,2.693162E+00,2.608800E-03
2.2892E-06,2.468732E+00,2.608800E-03
2.2895E-06,2.468732E+00,2.608800E-03
2.2897E-06,2.693162E+00,1.739200E-03
2.2900E-06,2.917593E+00,2.608800E-03
2.2902E-06,2.693162E+00,2.608800E-03
2.2905E-06,2.693162E+00,3.478400E-03
2.2907E-06,2.468732E+00,2.608800E-03
2.2910E-06,2.693162E+00,2.608800E-03
2.2912E-06,2.693162E+00,2.608800E-03
2.2915E-06,2.693162E+00,2.608800E-03
2.2917E-06,2.693162E+00,2.608800E-03
2.2920E-06,2.693162E+00,2.608800E-03
2.2922E-06,2.693162E+00,2.608800E-03
2.2925E-06,2.917593E+00,3.478400E-03
2.2927E-06,2.917593E+00,4.348000E-03
2.2930E-06,2.693162E+00,3.478400E-03
2.2932E-06,2.693162E+00,3.478400E-03
2.2935E-06,2.693162E+00,3.478400E-03
2.2937E-06,2.693162E+00,3.478400E-03
2.2940E-06,2.468732E+00,3.478400E-03
2.2942E-06,2.693162E+00,3.478400E-03
2.2945E-06,2.917593E+00,4.348000E-03
2.2947E-06,2.693162E+00,4.348000E-03
2.2950E-06,2.693162E+00,3.478400E-03
2.2952E-06,2.917593E+00,2.608800E-03
2.2955E-06,2.917593E+00,3.478400E-03
2.2957E-06,2.917593E+00,3.478400E-03
2.2960E-06,2.693162E+00,3.478400E-03
2.2962E-06,2.693162E+00,3.478400E-03
2.2965E-06,2.693162E+00,3.478400E-03
2.2967E-06,2.693162E+00,3.478400E-03
2.2970E-06,2.917593E+00,4.348000E-03
2.2972E-06,2.917593E+00,4.348000E-03
2.2975E-06,2.917593E+00,4.348000E-03
2.2977E-06,2.693162E+00,4.348000E-03
2.2980E-06,2.468732E+00,4.348000E-03
2.2982E-06,2.693162E+00,4.348000E-03
2.2985E-06,2.693162E+00,4.348000E-03
2.2987E-06,2.468732E+00,5.217600E-03
2.2990E-06,2.693162E+00,5.217600E-03
2.2992E-06,2.693162E+00,5.217600E-03
2.2995E-06,2.693162E+00,5.217600E-03
2.2997E-06,2.693162E+00,5.217600E-03
2.3000E-06,2.917593E+00,5.217600E-03
2.3002E-06,2.693162E+00,5.217600E-03
2.3005E-06,2.693162E+00,6.087200E-03
2.3007E-06,2.693162E+00,5.217600E-03
2.3010E-06,2.917593E+00,5.217600E-03
2.3012E-06,2.917593E+00,6.087200E-03
2.3015E-06,2.693162E+00,5.217600E-03
2.3017E-06,2.693162E+00,4.348000E-03
2.3020E-06,2.693162E+00,4.348000E-03
2.3022E-06,2.693162E+00,4.348000E-03
2.3025E-06,2.693162E+00,5.217600E-03
2.3027E-06,2.468732E+00,5.217600E-03
2.3030E-06,2.468732E+00,4.348000E-03
2.3032E-06,2.693162E+00,4.348000E-03
2.3035E-06,2.693162E+00,5.217600E-03
2.3037E-06,2.693162E+00,6.087200E-03
2.3040E-06,2.693162E+00,6.956800E-03
2.3042E-06,2.693162E+00,6.956800E-03
2.3045E-06,2.917593E+00,6.087200E-03
2.3047E-06,2.917593E+00,6.087200E-03
2.3050E-06,2.693162E+00,5.217600E-03
2.3052E-06,2.693162E+00,5.217600E-03
2.3055E-06,2.693162E+00,6.956800E-03
2.3057E-06,2.468732E+00,6.956800E-03
2.3060E-06,2.468732E+00,6.087200E-03
2.3062E-06,2.693162E+00,6.087200E-03
2.3065E-06,2.693162E+00,6.087200E-03
2.3067E-06,2.693162E+00,6.087200E-03
2.3070E-06,2.917593E+00,6.956800E-03
2.3072E-06,2.917593E+00,6.956800E-03
2.3075E-06,2.917593E+00,6.087200E-03
