Time(s),CH1(V),CH3(V)
2.0597E-06,2.468732E+00,2.608800E-03
2.0600E-06,2.468732E+00,1.739200E-03
2.0602E-06,2.468732E+00,1.739200E-03
2.0605E-06,2.468732E+00,2.608800E-03
2.0607E-06,2.468732E+00,1.739200E-03
2.0610E-06,2.468732E+00,8.696000E-04
2.0612E-06,2.468732E+00,1.739200E-03
2.0615E-06,2.468732E+00,1.739200E-03
2.0617E-06,2.244302E+00,1.739200E-03
2.0620E-06,2.468732E+00,2.608800E-03
2.0622E-06,2.693162E+00,2.608800E-03
2.0625E-06,2.244302E+00,2.608800E-03
2.0627E-06,2.244302E+00,1.739200E-03
2.0630E-06,2.468732E+00,1.739200E-03
2.0632E-06,2.468732E+00,1.739200E-03
2.0635E-06,2.693162E+00,8.696000E-04
2.0637E-06,2.693162E+00,1.739200E-03
2.0640E-06,2.693162E+00,2.608800E-03
2.0642E-06,2.693162E+00,1.739200E-03
2.0645E-06,2.468732E+00,2.608800E-03
2.0647E-06,2.244302E+00,3.478400E-03
2.0650E-06,2.468732E+00,3.478400E-03
2.0652E-06,2.693162E+00,3.478400E-03
2.0655E-06,2.693162E+00,3.478400E-03
2.0657E-06,2.468732E+00,3.478400E-03
2.0660E-06,2.693162E+00,2.608800E-03
2.0662E-06,2.693162E+00,2.608800E-03
2.0665E-06,2.693162E+00,2.608800E-03
2.0667E-06,2.468732E+00,2.608800E-03
2.0670E-06,2.468732E+00,2.608800E-03
2.0672E-06,2.468732E+00,2.608800E-03
2.0675E-06,2.244302E+00,2.608800E-03
2.0677E-06,2.244302E+00,2.608800E-03
2.0680E-06,2.244302E+00,2.608800E-03
2.0682E-06,2.468732E+00,2.608800E-03
2.0685E-06,2.468732E+00,3.478400E-03
2.0687E-06,2.468732E+00,3.478400E-03
2.0690E-06,2.468732E+00,3.478400E-03
2.0692E-06,2.468732E+00,3.478400E-03
2.0695E-06,2.468732E+00,3.478400E-03
2.0697E-06,2.468732E+00,3.478400E-03
2.0700E-06,2.468732E+00,3.478400E-03
2.0702E-06,2.468732E+00,3.478400E-03
2.0705E-06,2.468732E+00,3.478400E-03
2.0707E-06,2.693162E+00,3.478400E-03
2.0710E-06,2.693162E+00,3.478400E-03
2.0712E-06,2.468732E+00,3.478400E-03
2.0715E-06,2.693162E+00,4.348000E-03
2.0717E-06,2.917593E+00,3.478400E-03
2.0720E-06,2.693162E+00,2.608800E-03
2.0722E-06,2.468732E+00,3.478400E-03
2.0725E-06,2.693162E+00,3.478400E-03
2.0727E-06,2.693162E+00,2.608800E-03
2.0730E-06,2.693162E+00,3.478400E-03
2.0732E-06,2.693162E+00,3.478400E-03
2.0735E-06,2.693162E+00,4.348000E-03
2.0737E-06,2.693162E+00,4.348000E-03
2.0740E-06,2.693162E+00,4.348000E-03
2.0742E-06,2.693162E+00,3.478400E-03
2.0745E-06,2.693162E+00,3.478400E-03
2.0747E-06,2.468732E+00,4.348000E-03
2.0750E-06,2.468732E+00,4.348000E-03
2.0752E-06,2.693162E+00,3.478400E-03
2.0755E-06,2.693162E+00,2.608800E-03
2.0757E-06,2.693162E+00,2.608800E-03
2.0760E-06,2.693162E+00,2.608800E-03
2.0762E-06,2.917593E+00,2.608800E-03
2.0765E-06,2.693162E+00,3.478400E-03
2.0767E-06,2.917593E+00,3.478400E-03
2.0770E-06,2.917593E+00,3.478400E-03
2.0772E-06,2.693162E+00,3.478400E-03
2.0775E-06,2.468732E+00,2.608800E-03
2.0777E-06,2.468732E+00,2.608800E-03
2.0780E-06,2.693162E+00,3.478400E-03
2.0782E-06,2.693162E+00,3.478400E-03
2.0785E-06,2.693162E+00,2.608800E-03
2.0787E-06,2.693162E+00,4.348000E-03
2.0790E-06,2.693162E+00,3.478400E-03
2.0792E-06,2.693162E+00,2.608800E-03
2.0795E-06,2.468732E+00,3.478400E-03
2.0797E-06,2.693162E+00,3.478400E-03
2.0800E-06,2.693162E+00,2.608800E-03
2.0802E-06,2.693162E+00,3.478400E-03
2.0805E-06,2.693162E+00,4.348000E-03
2.0807E-06,2.917593E+00,3.478400E-03
2.0810E-06,2.917593E+00,3.478400E-03
2.0812E-06,2.917593E+00,3.478400E-03
2.0815E-06,2.693162E+00,3.478400E-03
2.0817E-06,2.693162E+00,3.478400E-03
2.0820E-06,2.693162E+00,3.478400E-03
2.0822E-06,2.468732E+00,2.608800E-03
2.0825E-06,2.468732E+00,3.478400E-03
2.0827E-06,2.693162E+00,5.217600E-03
2.0830E-06,2.917593E+00,4.348000E-03
2.0832E-06,2.917593E+00,5.217600E-03
2.0835E-06,2.468732E+00,5.217600E-03
2.0837E-06,2.468732E+00,3.478400E-03
2.0840E-06,2.917593E+00,4.348000E-03
2.0842E-06,2.917593E+00,5.217600E-03
2.0845E-06,2.917593E+00,4.348000E-03
2.0847E-06,2.917593E+00,3.478400E-03
2.0850E-06,2.693162E+00,2.608800E-03
2.0852E-06,2.693162E+00,3.478400E-03
2.0855E-06,2.693162E+00,3.478400E-03
2.0857E-06,2.468732E+00,3.478400E-03
2.0860E-06,2.468732E+00,3.478400E-03
2.0862E-06,2.693162E+00,3.478400E-03
2.0865E-06,2.693162E+00,2.608800E-03
2.0867E-06,2.468732E+00,2.608800E-03
2.0870E-06,2.468732E+00,3.478400E-03
2.0872E-06,2.468732E+00,4.348000E-03
2.0875E-06,2.468732E+00,4.348000E-03
2.0877E-06,2.693162E+00,3.478400E-03
2.0880E-06,2.693162E+00,3.478400E-03
2.0882E-06,2.917593E+00,4.348000E-03
2.0885E-06,2.917593E+00,4.348000E-03
2.0887E-06,2.693162E+00,4.348000E-03
2.0890E-06,2.693162E+00,4.348000E-03
2.0892E-06,2.693162E+00,4.348000E-03
2.0895E-06,2.693162E+00,4.348000E-03
2.0897E-06,2.917593E+00,4.348000E-03
2.0900E-06,2.917593E+00,4.348000E-03
2.0902E-06,2.917593E+00,4.348000E-03
2.0905E-06,2.693162E+00,3.478400E-03
2.0907E-06,2.917593E+00,2.608800E-03
2.0910E-06,2.917593E+00,3.478400E-03
2.0912E-06,2.917593E+00,3.478400E-03
2.0915E-06,2.917593E+00,2.608800E-03
2.0917E-06,2.693162E+00,3.478400E-03
2.0920E-06,2.917593E+00,4.348000E-03
2.0922E-06,3.142023E+00,4.348000E-03
2.0925E-06,2.917593E+00,3.478400E-03
2.0927E-06,2.693162E+00,3.478400E-03
2.0930E-06,2.693162E+00,4.348000E-03
2.0932E-06,2.693162E+00,4.348000E-03
2.0935E-06,2.917593E+00,4.348000E-03
2.0937E-06,2.917593E+00,4.348000E-03
2.0940E-06,2.693162E+00,4.348000E-03
2.0942E-06,2.468732E+00,5.217600E-03
2.0945E-06,2.693162E+00,5.217600E-03
2.0947E-06,2.693162E+00,5.217600E-03
2.0950E-06,2.693162E+00,5.217600E-03
2.0952E-06,2.693162E+00,4.348000E-03
2.0955E-06,2.693162E+00,5.217600E-03
2.0957E-06,2.468732E+00,6.087200E-03
2.0960E-06,2.693162E+00,5.217600E-03
2.0962E-06,2.693162E+00,4.348000E-03
2.0965E-06,2.468732E+00,4.348000E-03
2.0967E-06,2.693162E+00,4.348000E-03
2.0970E-06,2.917593E+00,5.217600E-03
2.0972E-06,2.693162E+00,6.087200E-03
2.0975E-06,2.693162E+00,6.087200E-03
2.0977E-06,2.468732E+00,6.087200E-03
2.0980E-06,2.693162E+00,6.087200E-03
2.0982E-06,2.917593E+00,5.217600E-03
2.0985E-06,2.917593E+00,5.217600E-03
2.0987E-06,2.917593E+00,5.217600E-03
2.0990E-06,2.917593E+00,5.217600E-03
2.0992E-06,2.693162E+00,5.217600E-03
2.0995E-06,2.693162E+00,5.217600E-03
2.0997E-06,2.917593E+00,6.087200E-03
2.1000E-06,2.693162E+00,6.087200E-03
2.1002E-06,2.468732E+00,5.217600E-03
2.1005E-06,2.693162E+00,6.087200E-03
2.1007E-06,2.693162E+00,6.087200E-03
2.1010E-06,2.468732E+00,6.956800E-03
2.1012E-06,2.468732E+00,6.956800E-03
2.1015E-06,2.693162E+00,6.087200E-03
2.1017E-06,2.917593E+00,6.087200E-03
2.1020E-06,2.917593E+00,6.087200E-03
2.1022E-06,2.693162E+00,6.087200E-03
2.1025E-06,2.693162E+00,6.087200E-03
2.1027E-06,2.917593E+00,6.087200E-03
2.1030E-06,3.142023E+00,6.087200E-03
2.1032E-06,3.142023E+00,6.087200E-03
2.1035E-06,2.917593E+00,6.087200E-03
2.1037E-06,2.917593E+00,6.087200E-03
2.1040E-06,2.693162E+00,6.087200E-03
2.1042E-06,2.693162E+00,6.087200E-03
2.1045E-06,2.917593E+00,6.956800E-03
2.1047E-06,2.917593E+00,7.826400E-03
2.1050E-06,2.693162E+00,6.956800E-03
2.1052E-06,2.693162E+00,6.956800E-03
2.1055E-06,2.917593E+00,6.956800E-03
2.1057E-06,2.917593E+00,6.956800E-03
2.1060E-06,2.693162E+00,6.956800E-03
2.1062E-06,2.693162E+00,7.826400E-03
2.1065E-06,2.468732E+00,8.696000E-03
2.1067E-06,2.468732E+00,7.826400E-03
2.1070E-06,2.693162E+00,7.826400E-03
2.1072E-06,2.693162E+00,7.826400E-03
2.1075E-06,2.693162E+00,6.956800E-03
2.1077E-06,2.693162E+00,6.956800E-03
2.1080E-06,2.693162E+00,7.826400E-03
2.1082E-06,2.693162E+00,7.826400E-03
2.1085E-06,2.693162E+00,7.826400E-03
2.1087E-06,2.468732E+00,8.696000E-03
2.1090E-06,2.468732E+00,7.826400E-03
2.1092E-06,2.693162E+00,7.826400E-03
2.1095E-06,2.693162E+00,7.826400E-03
2.1097E-06,2.693162E+00,9.565600E-03
2.1100E-06,2.693162E+00,8.696000E-03
2.1102E-06,2.693162E+00,7.826400E-03
2.1105E-06,2.693162E+00,7.826400E-03
2.1107E-06,2.468732E+00,8.696000E-03
2.1110E-06,2.693162E+00,9.565600E-03
2.1112E-06,2.693162E+00,9.565600E-03
2.1115E-06,2.468732E+00,9.565600E-03
2.1117E-06,2.244302E+00,9.565600E-03
2.1120E-06,2.468732E+00,9.565600E-03
2.1122E-06,2.468732E+00,9.565600E-03
2.1125E-06,2.468732E+00,9.565600E-03
2.1127E-06,2.693162E+00,1.043520E-02
2.1130E-06,2.693162E+00,1.043520E-02
2.1132E-06,2.693162E+00,1.043520E-02
2.1135E-06,2.693162E+00,1.043520E-02
2.1137E-06,2.693162E+00,1.043520E-02
2.1140E-06,2.917593E+00,1.043520E-02
2.1142E-06,2.917593E+00,1.043520E-02
2.1145E-06,2.693162E+00,1.043520E-02
2.1147E-06,2.693162E+00,9.565600E-03
2.1150E-06,2.693162E+00,9.565600E-03
2.1152E-06,2.693162E+00,1.043520E-02
2.1155E-06,2.468732E+00,1.130480E-02
2.1157E-06,2.468732E+00,1.043520E-02
2.1160E-06,2.468732E+00,9.565600E-03
2.1162E-06,2.468732E+00,1.043520E-02
2.1165E-06,2.468732E+00,1.043520E-02
2.1167E-06,2.468732E+00,1.130480E-02
2.1170E-06,2.244302E+00,1.130480E-02
2.1172E-06,2.244302E+00,1.130480E-02
2.1175E-06,2.468732E+00,1.130480E-02
2.1177E-06,2.468732E+00,1.130480E-02
2.1180E-06,2.244302E+00,1.130480E-02
2.1182E-06,2.019872E+00,1.217440E-02
2.1185E-06,2.244302E+00,1.217440E-02
2.1187E-06,2.244302E+00,1.130480E-02
2.1190E-06,2.244302E+00,1.217440E-02
2.1192E-06,2.244302E+00,1.130480E-02
2.1195E-06,2.019872E+00,1.217440E-02
2.1197E-06,2.244302E+00,1.217440E-02
2.1200E-06,2.244302E+00,1.217440E-02
2.1202E-06,2.019872E+00,1.304400E-02
2.1205E-06,1.795442E+00,1.304400E-02
2.1207E-06,1.571011E+00,1.304400E-02
2.1210E-06,1.795442E+00,1.304400E-02
2.1212E-06,1.795442E+00,1.391360E-02
2.1215E-06,1.795442E+00,1.391360E-02
2.1217E-06,1.795442E+00,1.304400E-02
2.1220E-06,1.795442E+00,1.304400E-02
2.1222E-06,1.571011E+00,1.391360E-02
2.1225E-06,1.571011E+00,1.391360E-02
2.1227E-06,1.571011E+00,1.391360E-02
2.1230E-06,1.571011E+00,1.391360E-02
2.1232E-06,1.571011E+00,1.304400E-02
2.1235E-06,1.571011E+00,1.391360E-02
2.1237E-06,1.346581E+00,1.478320E-02
2.1240E-06,1.122151E+00,1.391360E-02
2.1242E-06,1.346581E+00,1.391360E-02
2.1245E-06,1.571011E+00,1.391360E-02
2.1247E-06,1.346581E+00,1.478320E-02
2.1250E-06,1.346581E+00,1.565280E-02
2.1252E-06,1.346581E+00,1.478320E-02
2.1255E-06,1.122151E+00,1.478320E-02
2.1257E-06,1.122151E+00,1.652240E-02
2.1260E-06,1.122151E+00,1.652240E-02
2.1262E-06,8.977208E-01,1.565280E-02
2.1265E-06,8.977208E-01,1.565280E-02
2.1267E-06,8.977208E-01,1.565280E-02
2.1270E-06,8.977208E-01,1.652240E-02
2.1272E-06,8.977208E-01,1.565280E-02
2.1275E-06,8.977208E-01,1.478320E-02
2.1277E-06,8.977208E-01,1.478320E-02
2.1280E-06,6.732906E-01,1.478320E-02
2.1282E-06,6.732906E-01,1.565280E-02
2.1285E-06,4.488604E-01,1.652240E-02
2.1287E-06,4.488604E-01,1.739200E-02
2.1290E-06,6.732906E-01,1.652240E-02
2.1292E-06,4.488604E-01,1.652240E-02
2.1295E-06,4.488604E-01,1.739200E-02
2.1297E-06,6.732906E-01,1.652240E-02
2.1300E-06,4.488604E-01,1.652240E-02
2.1302E-06,2.244302E-01,1.739200E-02
2.1305E-06,2.244302E-01,1.826160E-02
2.1307E-06,2.244302E-01,1.739200E-02
2.1310E-06,2.244302E-01,1.826160E-02
2.1312E-06,0.000000E+00,1.826160E-02
2.1315E-06,2.244302E-01,1.826160E-02
2.1317E-06,2.244302E-01,1.826160E-02
2.1320E-06,0.000000E+00,1.913120E-02
2.1322E-06,0.000000E+00,1.826160E-02
2.1325E-06,0.000000E+00,1.913120E-02
2.1327E-06,-2.244302E-01,1.913120E-02
2.1330E-06,-2.244302E-01,1.826160E-02
2.1332E-06,-2.244302E-01,2.000080E-02
2.1335E-06,-2.244302E-01,2.000080E-02
2.1337E-06,-2.244302E-01,2.000080E-02
2.1340E-06,-4.488604E-01,2.000080E-02
2.1342E-06,-2.244302E-01,2.000080E-02
2.1345E-06,-2.244302E-01,2.087040E-02
2.1347E-06,-4.488604E-01,2.087040E-02
2.1350E-06,-4.488604E-01,2.174000E-02
2.1352E-06,-4.488604E-01,2.174000E-02
2.1355E-06,-4.488604E-01,2.087040E-02
2.1357E-06,-4.488604E-01,2.087040E-02
2.1360E-06,-4.488604E-01,2.000080E-02
2.1362E-06,-6.732906E-01,2.000080E-02
2.1365E-06,-6.732906E-01,2.087040E-02
2.1367E-06,-4.488604E-01,2.174000E-02
2.1370E-06,-4.488604E-01,2.174000E-02
2.1372E-06,-6.732906E-01,2.260960E-02
2.1375E-06,-6.732906E-01,2.347920E-02
2.1377E-06,-6.732906E-01,2.260960E-02
2.1380E-06,-6.732906E-01,2.260960E-02
2.1382E-06,-6.732906E-01,2.174000E-02
2.1385E-06,-6.732906E-01,2.174000E-02
2.1387E-06,-8.977208E-01,2.260960E-02
2.1390E-06,-8.977208E-01,2.260960E-02
2.1392E-06,-8.977208E-01,2.347920E-02
2.1395E-06,-1.122151E+00,2.434880E-02
2.1397E-06,-1.122151E+00,2.347920E-02
2.1400E-06,-8.977208E-01,2.434880E-02
2.1402E-06,-8.977208E-01,2.347920E-02
2.1405E-06,-8.977208E-01,2.260960E-02
2.1407E-06,-8.977208E-01,2.260960E-02
2.1410E-06,-8.977208E-01,2.347920E-02
2.1412E-06,-8.977208E-01,2.347920E-02
2.1415E-06,-1.122151E+00,2.347920E-02
2.1417E-06,-1.122151E+00,2.347920E-02
2.1420E-06,-1.122151E+00,2.347920E-02
2.1422E-06,-1.346581E+00,2.434880E-02
2.1425E-06,-1.346581E+00,2.521840E-02
2.1427E-06,-1.346581E+00,2.434880E-02
2.1430E-06,-1.346581E+00,2.521840E-02
2.1432E-06,-1.346581E+00,2.608800E-02
2.1435E-06,-1.571011E+00,2.521840E-02
2.1437E-06,-1.571011E+00,2.521840E-02
2.1440E-06,-1.346581E+00,2.608800E-02
2.1442E-06,-1.346581E+00,2.608800E-02
2.1445E-06,-1.571011E+00,2.608800E-02
2.1447E-06,-1.346581E+00,2.695760E-02
2.1450E-06,-1.571011E+00,2.608800E-02
2.1452E-06,-1.571011E+00,2.695760E-02
2.1455E-06,-1.571011E+00,2.695760E-02
2.1457E-06,-1.795442E+00,2.521840E-02
2.1460E-06,-1.795442E+00,2.521840E-02
2.1462E-06,-1.571011E+00,2.608800E-02
2.1465E-06,-1.571011E+00,2.608800E-02
2.1467E-06,-1.795442E+00,2.608800E-02
2.1470E-06,-1.795442E+00,2.695760E-02
2.1472E-06,-1.571011E+00,2.695760E-02
2.1475E-06,-1.795442E+00,2.695760E-02
2.1477E-06,-2.244302E+00,2.695760E-02
2.1480E-06,-2.019872E+00,2.695760E-02
2.1482E-06,-2.244302E+00,2.695760E-02
2.1485E-06,-2.244302E+00,2.782720E-02
2.1487E-06,-2.244302E+00,2.695760E-02
2.1490E-06,-2.244302E+00,2.695760E-02
2.1492E-06,-2.244302E+00,2.695760E-02
2.1495E-06,-2.244302E+00,2.782720E-02
2.1497E-06,-2.244302E+00,2.782720E-02
2.1500E-06,-2.019872E+00,2.695760E-02
2.1502E-06,-2.019872E+00,2.695760E-02
2.1505E-06,-1.795442E+00,2.782720E-02
2.1507E-06,-2.019872E+00,2.782720E-02
2.1510E-06,-2.019872E+00,2.695760E-02
2.1512E-06,-2.244302E+00,2.782720E-02
2.1515E-06,-2.244302E+00,2.782720E-02
2.1517E-06,-2.244302E+00,2.695760E-02
2.1520E-06,-2.244302E+00,2.695760E-02
2.1522E-06,-2.244302E+00,2.695760E-02
2.1525E-06,-2.468732E+00,2.695760E-02
2.1527E-06,-2.468732E+00,2.782720E-02
2.1530E-06,-2.244302E+00,2.695760E-02
2.1532E-06,-2.244302E+00,2.695760E-02
2.1535E-06,-2.244302E+00,2.695760E-02
2.1537E-06,-2.468732E+00,2.695760E-02
2.1540E-06,-2.244302E+00,2.695760E-02
2.1542E-06,-2.244302E+00,2.695760E-02
2.1545E-06,-2.468732E+00,2.695760E-02
2.1547E-06,-2.468732E+00,2.695760E-02
2.1550E-06,-2.468732E+00,2.608800E-02
2.1552E-06,-2.468732E+00,2.608800E-02
2.1555E-06,-2.468732E+00,2.608800E-02
2.1557E-06,-2.468732E+00,2.695760E-02
2.1560E-06,-2.468732E+00,2.695760E-02
2.1562E-06,-2.468732E+00,2.695760E-02
2.1565E-06,-2.468732E+00,2.695760E-02
2.1567E-06,-2.244302E+00,2.695760E-02
2.1570E-06,-2.468732E+00,2.695760E-02
2.1572E-06,-2.693162E+00,2.608800E-02
2.1575E-06,-2.693162E+00,2.695760E-02
2.1577E-06,-2.693162E+00,2.782720E-02
2.1580E-06,-2.693162E+00,2.695760E-02
2.1582E-06,-2.468732E+00,2.608800E-02
2.1585E-06,-2.693162E+00,2.695760E-02
2.1587E-06,-2.917593E+00,2.695760E-02
2.1590E-06,-2.693162E+00,2.695760E-02
2.1592E-06,-2.693162E+00,2.695760E-02
2.1595E-06,-2.693162E+00,2.608800E-02
2.1597E-06,-2.468732E+00,2.608800E-02
2.1600E-06,-2.468732E+00,2.608800E-02
2.1602E-06,-2.693162E+00,2.521840E-02
2.1605E-06,-2.693162E+00,2.608800E-02
2.1607E-06,-2.693162E+00,2.608800E-02
2.1610E-06,-2.468732E+00,2.608800E-02
2.1612E-06,-2.468732E+00,2.608800E-02
2.1615E-06,-2.693162E+00,2.608800E-02
2.1617E-06,-2.693162E+00,2.608800E-02
2.1620E-06,-2.693162E+00,2.521840E-02
2.1622E-06,-2.693162E+00,2.608800E-02
2.1625E-06,-2.917593E+00,2.608800E-02
2.1627E-06,-2.693162E+00,2.521840E-02
2.1630E-06,-2.468732E+00,2.521840E-02
2.1632E-06,-2.693162E+00,2.521840E-02
2.1635E-06,-2.693162E+00,2.434880E-02
2.1637E-06,-2.693162E+00,2.521840E-02
2.1640E-06,-2.693162E+00,2.608800E-02
2.1642E-06,-2.693162E+00,2.608800E-02
2.1645E-06,-2.693162E+00,2.521840E-02
2.1647E-06,-2.917593E+00,2.434880E-02
2.1650E-06,-3.142023E+00,2.434880E-02
2.1652E-06,-2.917593E+00,2.347920E-02
2.1655E-06,-2.693162E+00,2.347920E-02
2.1657E-06,-2.693162E+00,2.347920E-02
2.1660E-06,-2.693162E+00,2.434880E-02
2.1662E-06,-2.917593E+00,2.347920E-02
2.1665E-06,-2.917593E+00,2.260960E-02
2.1667E-06,-2.693162E+00,2.260960E-02
2.1670E-06,-2.468732E+00,2.347920E-02
2.1672E-06,-2.917593E+00,2.347920E-02
2.1675E-06,-2.917593E+00,2.347920E-02
2.1677E-06,-2.693162E+00,2.347920E-02
2.1680E-06,-2.693162E+00,2.260960E-02
2.1682E-06,-2.917593E+00,2.347920E-02
2.1685E-06,-2.693162E+00,2.347920E-02
2.1687E-06,-2.693162E+00,2.174000E-02
2.1690E-06,-2.917593E+00,2.174000E-02
2.1692E-06,-2.917593E+00,2.174000E-02
2.1695E-06,-2.917593E+00,2.087040E-02
2.1697E-06,-3.142023E+00,2.087040E-02
2.1700E-06,-2.693162E+00,2.174000E-02
2.1702E-06,-2.693162E+00,2.174000E-02
2.1705E-06,-2.917593E+00,2.087040E-02
2.1707E-06,-2.917593E+00,2.087040E-02
2.1710E-06,-2.693162E+00,2.087040E-02
2.1712E-06,-2.693162E+00,2.087040E-02
2.1715E-06,-2.693162E+00,2.000080E-02
2.1717E-06,-2.693162E+00,2.000080E-02
2.1720E-06,-2.693162E+00,2.000080E-02
2.1722E-06,-2.917593E+00,2.000080E-02
2.1725E-06,-2.917593E+00,2.000080E-02
2.1727E-06,-2.693162E+00,1.913120E-02
2.1730E-06,-2.917593E+00,1.913120E-02
2.1732E-06,-3.142023E+00,1.826160E-02
2.1735E-06,-3.142023E+00,1.739200E-02
2.1737E-06,-2.917593E+00,1.739200E-02
2.1740E-06,-3.142023E+00,1.913120E-02
2.1742E-06,-3.142023E+00,1.826160E-02
2.1745E-06,-3.142023E+00,1.739200E-02
2.1747E-06,-3.142023E+00,1.652240E-02
2.1750E-06,-3.142023E+00,1.652240E-02
2.1752E-06,-3.142023E+00,1.652240E-02
2.1755E-06,-3.142023E+00,1.652240E-02
2.1757E-06,-3.142023E+00,1.739200E-02
2.1760E-06,-3.142023E+00,1.739200E-02
2.1762E-06,-2.917593E+00,1.739200E-02
2.1765E-06,-2.917593E+00,1.652240E-02
2.1767E-06,-3.142023E+00,1.652240E-02
2.1770E-06,-3.142023E+00,1.652240E-02
2.1772E-06,-3.366453E+00,1.478320E-02
2.1775E-06,-3.366453E+00,1.391360E-02
2.1777E-06,-3.142023E+00,1.478320E-02
2.1780E-06,-2.917593E+00,1.478320E-02
2.1782E-06,-3.142023E+00,1.478320E-02
2.1785E-06,-3.142023E+00,1.391360E-02
2.1787E-06,-3.142023E+00,1.304400E-02
2.1790E-06,-3.142023E+00,1.304400E-02
2.1792E-06,-2.917593E+00,1.391360E-02
2.1795E-06,-2.917593E+00,1.478320E-02
2.1797E-06,-2.917593E+00,1.391360E-02
2.1800E-06,-2.917593E+00,1.304400E-02
2.1802E-06,-2.917593E+00,1.217440E-02
2.1805E-06,-3.142023E+00,1.217440E-02
2.1807E-06,-2.917593E+00,1.217440E-02
2.1810E-06,-2.917593E+00,1.304400E-02
2.1812E-06,-3.142023E+00,1.304400E-02
2.1815E-06,-3.142023E+00,1.304400E-02
2.1817E-06,-2.917593E+00,1.304400E-02
2.1820E-06,-2.917593E+00,1.217440E-02
2.1822E-06,-3.142023E+00,1.130480E-02
2.1825E-06,-2.917593E+00,1.043520E-02
2.1827E-06,-2.917593E+00,1.043520E-02
2.1830E-06,-3.142023E+00,9.565600E-03
2.1832E-06,-3.142023E+00,9.565600E-03
2.1835E-06,-3.142023E+00,9.565600E-03
2.1837E-06,-3.142023E+00,9.565600E-03
2.1840E-06,-3.366453E+00,9.565600E-03
2.1842E-06,-3.366453E+00,9.565600E-03
2.1845E-06,-3.142023E+00,9.565600E-03
2.1847E-06,-3.142023E+00,8.696000E-03
2.1850E-06,-2.917593E+00,7.826400E-03
2.1852E-06,-2.917593E+00,8.696000E-03
2.1855E-06,-3.142023E+00,8.696000E-03
2.1857E-06,-2.917593E+00,8.696000E-03
2.1860E-06,-2.917593E+00,7.826400E-03
2.1862E-06,-2.917593E+00,7.826400E-03
2.1865E-06,-2.917593E+00,7.826400E-03
2.1867E-06,-2.917593E+00,7.826400E-03
2.1870E-06,-2.917593E+00,7.826400E-03
2.1872E-06,-2.917593E+00,7.826400E-03
2.1875E-06,-3.142023E+00,7.826400E-03
2.1877E-06,-3.142023E+00,6.956800E-03
2.1880E-06,-3.142023E+00,6.956800E-03
2.1882E-06,-3.142023E+00,6.956800E-03
2.1885E-06,-3.142023E+00,6.956800E-03
2.1887E-06,-3.142023E+00,6.087200E-03
2.1890E-06,-2.917593E+00,5.217600E-03
2.1892E-06,-2.917593E+00,5.217600E-03
2.1895E-06,-3.142023E+00,5.217600E-03
2.1897E-06,-2.917593E+00,4.348000E-03
2.1900E-06,-2.917593E+00,5.217600E-03
2.1902E-06,-3.142023E+00,6.087200E-03
2.1905E-06,-2.917593E+00,6.087200E-03
2.1907E-06,-2.917593E+00,5.217600E-03
2.1910E-06,-3.142023E+00,4.348000E-03
2.1912E-06,-3.142023E+00,5.217600E-03
2.1915E-06,-2.917593E+00,5.217600E-03
2.1917E-06,-2.917593E+00,5.217600E-03
2.1920E-06,-3.366453E+00,5.217600E-03
2.1922E-06,-3.142023E+00,4.348000E-03
2.1925E-06,-2.917593E+00,3.478400E-03
2.1927E-06,-2.917593E+00,3.478400E-03
2.1930E-06,-3.142023E+00,3.478400E-03
2.1932E-06,-3.142023E+00,3.478400E-03
2.1935E-06,-3.142023E+00,4.348000E-03
2.1937E-06,-3.142023E+00,4.348000E-03
2.1940E-06,-3.142023E+00,3.478400E-03
2.1942E-06,-3.142023E+00,3.478400E-03
2.1945E-06,-2.917593E+00,3.478400E-03
2.1947E-06,-2.917593E+00,2.608800E-03
2.1950E-06,-3.142023E+00,2.608800E-03
2.1952E-06,-2.917593E+00,3.478400E-03
2.1955E-06,-3.142023E+00,2.608800E-03
2.1957E-06,-3.366453E+00,1.739200E-03
2.1960E-06,-2.917593E+00,1.739200E-03
2.1962E-06,-2.693162E+00,2.608800E-03
2.1965E-06,-2.917593E+00,2.608800E-03
2.1967E-06,-2.917593E+00,1.739200E-03
2.1970E-06,-2.693162E+00,2.608800E-03
2.1972E-06,-2.917593E+00,2.608800E-03
2.1975E-06,-2.917593E+00,1.739200E-03
2.1977E-06,-2.917593E+00,8.696000E-04
2.1980E-06,-2.917593E+00,0.000000E+00
2.1982E-06,-2.693162E+00,8.696000E-04
2.1985E-06,-2.693162E+00,8.696000E-04
2.1987E-06,-2.917593E+00,1.739200E-03
2.1990E-06,-3.142023E+00,1.739200E-03
2.1992E-06,-3.142023E+00,8.696000E-04
2.1995E-06,-3.142023E+00,8.696000E-04
2.1997E-06,-2.917593E+00,8.696000E-04
2.2000E-06,-2.917593E+00,8.696000E-04
2.2002E-06,-2.917593E+00,1.739200E-03
2.2005E-06,-3.142023E+00,8.696000E-04
2.2007E-06,-3.142023E+00,0.000000E+00
2.2010E-06,-2.917593E+00,0.000000E+00
2.2012E-06,-2.917593E+00,0.000000E+00
2.2015E-06,-3.366453E+00,8.696000E-04
2.2017E-06,-3.366453E+00,0.000000E+00
2.2020E-06,-2.917593E+00,-8.696000E-04
